,CO FP Equity_DX_SI_QTY,CO FP Equity_DX_SHORT_INTEREST_VALUE,CO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,CO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CO FP Equity_DX_SI_MV,CO FP Equity_DX_DSS,CO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CO FP Equity_DX_SUPPLY_SI_QTY,CO FP Equity_DX_BROKER_SI_QTY,CO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CO FP Equity_DX_BROKER_SI_MV_NEW_x,CO FP Equity_DX_SUPPLY_SI_QTY_NEW_x,CO FP Equity_DX_SUPPLY_SI_QTY_INC_x,CO FP Equity_DX_BROKER_SI_MV_INC_x,CO FP Equity_DX_SUPPLY_SI_MV_NEW,CO FP Equity_DX_BROKER_SI_QTY_ADD,CO FP Equity_DX_BROKER_SI_QTY_NEW,CO FP Equity_DX_SUPPLY_SI_MV_DEC,CO FP Equity_DX_BROKER_SI_QTY_INC,CO FP Equity_DX_SUPPLY_SI_QTY_DEC,CO FP Equity_DX_BROKER_SI_MV_NEW_y,CO FP Equity_DX_SUPPLY_SI_QTY_NEW_y,CO FP Equity_DX_BROKER_SI_MV_INC_y,CO FP Equity_DX_SUPPLY_SI_QTY_INC_y,CO FP Equity_DX_BROKER_SI_MV_ADD,CO FP Equity_DX_SUPPLY_SI_QTY_ADD,CO FP Equity_DX_BROKER_SI_QTY_DEC,CO FP Equity_DX_SUPPLY_SI_MV,CO FP Equity_DX_BROKER_SI_MV_DEC,CO FP Equity_DX_SUPPLY_SI_MV_RMV,CO FP Equity_DX_BROKER_SI_MV_RMV,CO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CO FP Equity_DX_UTILIZATION_QUANTITY,CO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CO FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,CO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CO FP Equity_DX_ACTIVE_UTILIZATION_MV,CO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CO FP Equity_DX_BROKER_SI_CON_RATIO,CO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CO FP Equity_DX_DEMAND_SUPPLY_RATIO,CO FP Equity_PX_LAST
2008-12-19,5198174.0,165352499.83,11.51,11.43,5.38,287.83,2.0,131974488.86,1852983.0,4148872.0,58942884.79,,,122976.0,0.71,,,,6.08,15000.0,122279.0,,,0.71,122976.0,,69837.0,20184.0,93.75,0.26,,,20.55,20.55,7165774.0,227941320.18,,357.89,20.76,17.81,0.3149,52.3,0.5764,49.31
2008-12-22,5315501.0,165964237.77,11.77,11.69,5.5,288.53,2.0,129221751.32,1980469.0,4138713.0,61835568.84,,,22571.0,0.05,,,,0.6,1000.0,11199.0,,,0.05,22571.0,,116114.0,11159.0,97.46,1.45,,,21.99,21.99,7025347.0,219350228.68,,343.18,22.12,17.09,0.3062,51.59,0.5902,48.4
2008-12-23,4308616.0,144727252.44,9.54,9.45,4.46,225.21,1.0,107245263.65,1916542.0,3192755.0,64377019.87,,,48439.0,0.26,,,,6.65,6200.0,134665.0,,,0.26,48439.0,,22299.0,952158.0,94.19,61.07,,,20.79,20.79,7303014.0,245309665.74,,371.01,20.25,18.96,0.2317,41.94,0.4673,52.07
2008-12-24,4020016.0,128887001.51,8.9,8.78,4.16,212.76,1.0,93111029.88,1786542.0,2904155.0,57278886.81,,,,,,,,5.66,,130000.0,,,,,,,288600.0,88.29,11.99,,,19.4,19.4,7421841.0,237953986.3,,375.15,19.05,18.8,0.2218,40.63,0.4366,49.7
2008-12-25,4020016.0,128887001.51,8.9,9.09,4.16,212.75,1.0,93111029.88,1786542.0,2904155.0,57278886.81,,,,,,,,,,,,,,,,,,88.44,,,,19.19,19.19,7522638.0,241185670.73,,373.34,19.15,18.92,0.2222,40.61,0.4318,
2008-12-26,3447292.0,110524716.62,7.63,7.8,3.56,184.23,1.0,75292248.41,1769590.0,2348383.0,56735383.39,,,3950.0,,,,,0.99,,20902.0,,,,3950.0,,,555772.0,88.09,28.32,,,19.03,19.03,7531155.0,241458736.95,,374.55,19.04,10.98,0.2527,46.72,0.3706,
2008-12-29,3186427.0,104987428.5,7.06,7.21,3.3,168.75,1.0,68937843.75,1731225.0,2092302.0,57040961.84,,,12032.0,0.67,,,,8.43,13919.0,173563.0,,,0.67,12032.0,,123166.0,270000.0,86.88,16.47,,,18.53,18.53,7609851.0,250731834.68,,384.13,18.44,12.27,0.2117,41.72,0.3411,51.075
2008-12-30,2783757.0,94279131.98,6.16,6.5,2.88,151.14,1.0,60078186.47,1406943.0,1773914.0,47649764.25,,,163.0,,,,,15.93,,324445.0,,,,163.0,,,318388.0,72.78,15.35,,,15.0,15.0,7973496.0,270043068.31,,413.42,14.97,14.02,0.221,42.14,0.2968,52.5
2008-12-31,2669645.0,93514357.36,5.91,6.32,2.76,147.01,1.0,57240989.18,1432631.0,1634114.0,50183289.27,,,28155.0,,,,,0.12,,2467.0,,,,28155.0,,,139800.0,75.93,7.35,,,15.23,15.23,7973400.0,279298325.03,,422.71,15.23,15.89,0.1981,38.37,0.2838,54.3
2009-01-01,2630051.0,92127428.58,5.82,6.43,2.72,146.09,1.0,55800746.63,1369153.0,1592998.0,47959733.57,,,,,,,,3.79,,73680.0,,,,,,10202.0,,74.15,,,2.2,14.56,14.56,8036038.0,281492456.58,,433.07,14.62,16.17,0.2015,38.64,0.2796,
2009-01-02,2605575.0,90765810.12,5.77,6.37,2.69,144.99,1.0,54521109.6,1372561.0,1565114.0,47813481.13,2.21,,2622.0,4.43,,,41116.0,0.16,77000.0,2865.0,2.21,,4.43,2622.0,,3651.0,146000.0,74.44,8.14,,,14.94,14.94,7817523.0,272325228.88,,420.68,15.03,16.24,0.171,33.29,0.2835,54.0
2009-01-05,2466556.0,86464047.96,5.46,6.16,2.55,138.27,1.0,50183940.18,1365291.0,1431595.0,47859682.29,,,1433.0,3.5,,,,0.39,65000.0,6933.0,,,3.5,1433.0,,,198519.0,74.76,10.64,0.1,,15.92,15.92,7209780.0,252735702.63,1770.0,393.06,15.98,17.15,0.1595,31.37,0.2876,54.34
2009-01-06,2512467.0,89402481.52,5.47,6.47,2.58,140.98,1.0,52012218.04,1454464.0,1461693.0,51754984.6,,,45505.0,3.84,,,,1.67,70447.0,30234.0,,,3.84,45505.0,,73902.0,40349.0,79.89,2.15,,,16.94,16.94,7129413.0,253689785.37,,391.78,16.94,16.98,0.154,30.77,0.2927,55.16
2009-01-07,2493648.0,86488775.61,5.43,6.67,2.56,139.05,1.0,50269523.27,1358496.0,1449373.0,47117578.63,,,14534.0,2.14,,,,6.73,37531.0,123901.0,,,2.14,14534.0,,13399.0,49851.0,74.13,3.1,,,15.85,15.85,7213965.0,250206524.8,,394.02,15.84,16.93,0.1518,30.04,0.2909,53.765
2009-01-08,2575727.0,86793335.61,5.61,6.99,2.64,141.3,1.0,49551408.95,1411255.0,1470515.0,47554546.29,,,15822.0,0.97,,,,1.18,21142.0,16741.0,,,0.97,15822.0,,53678.0,,75.36,,,,16.57,16.57,7106546.0,239466695.04,,379.46,16.57,17.27,0.1489,29.34,0.3024,52.235
2009-01-09,2376585.0,78036194.75,5.17,6.51,2.44,129.2,1.0,48876032.8,1192005.0,1488515.0,39139998.91,,,6588.0,1.21,,,,12.26,24750.0,227599.0,,,1.21,6588.0,,1761.0,6750.0,62.17,0.24,,,14.01,14.01,7313853.0,240153521.57,,378.27,14.11,18.54,0.1693,32.27,0.2794,50.9
2009-01-12,2523261.0,82567508.67,5.49,6.97,2.59,134.62,1.0,49813457.0,1307104.0,1522298.0,42771762.75,,,15925.0,1.61,,,,1.01,40966.0,18480.0,,,1.61,15925.0,,117654.0,7183.0,66.71,0.4,,,15.27,15.27,7255021.0,237402713.93,,368.52,15.33,17.56,0.1593,31.47,0.2947,50.725
2009-01-13,2503527.0,79491160.75,5.45,6.91,2.57,132.66,1.0,47456806.6,1314597.0,1494624.0,41740648.87,,,3297.0,,,,,0.02,,447.0,,,,3297.0,,4643.0,27674.0,66.18,1.4,,,15.35,15.35,7250045.0,230201029.41,,361.6,15.47,17.46,0.1565,30.94,0.2923,49.22
2009-01-14,2463303.0,76966562.37,5.36,6.78,2.53,128.42,1.0,46502269.85,1273168.0,1488298.0,39780475.35,,,5488.0,,,,,2.35,,47457.0,,,,5488.0,,540.0,6326.0,62.7,0.36,,,14.81,14.81,7324416.0,228853340.76,,357.79,14.91,16.22,0.1585,31.73,0.2865,48.435
2009-01-15,2301518.0,73915894.53,5.01,6.28,2.36,120.26,1.0,48636631.5,1121502.0,1514398.0,36018325.1,,,,1.31,,,,7.45,26100.0,151666.0,,,1.31,,,,,55.28,,,,13.18,13.18,7390042.0,237339688.44,,362.04,13.25,16.77,0.174,33.78,0.2704,49.785
2009-01-16,2398098.0,76646390.85,5.22,6.47,2.46,125.56,1.0,48229416.51,1225372.0,1508993.0,39164513.4,,,,0.96,,,,0.91,16000.0,18800.0,,,0.96,,,122670.0,21405.0,60.6,1.06,,,14.29,14.29,7352056.0,234981455.18,,363.75,14.28,15.67,0.1628,32.73,0.2796,49.545
2009-01-19,2272501.0,73372465.83,4.95,6.25,2.33,119.98,1.0,48478853.84,1093093.0,1501493.0,35292802.42,,,,,,,,6.51,,132279.0,,,,,,,7500.0,54.59,0.35,,,12.83,12.83,7427609.0,239815950.59,,369.69,12.87,16.31,0.1771,34.35,0.2667,50.05
2009-01-20,2489113.0,80285953.06,5.42,7.05,2.55,131.75,1.0,48763228.9,1309579.0,1511811.0,42240267.17,,,,0.91,,,,,15500.0,,,,0.91,,,216486.0,5182.0,66.14,0.26,,,15.38,15.38,7204255.0,232372125.65,,360.45,15.5,14.89,0.1557,31.6,0.2924,50.0
2009-01-21,2521056.0,82942594.96,5.49,7.3,2.59,132.78,1.0,49152677.12,1359328.0,1494005.0,44721811.7,,,283.0,0.33,,6194.0,,0.13,10000.0,2672.0,,,0.33,283.0,0.33,52138.0,34000.0,68.31,1.71,,,15.99,15.99,7143758.0,235029220.4,,360.45,15.93,16.83,0.159,31.62,0.2965,51.0
2009-01-22,2525161.0,81855919.08,5.5,7.28,2.59,133.98,1.0,48468483.65,1366950.0,1495197.0,44311213.66,,,4139.0,0.05,,10000.0,,0.62,1192.0,11796.0,,,0.05,4139.0,0.51,15279.0,10000.0,69.25,0.23,,,16.05,16.05,7148725.0,231733919.2,,361.11,16.09,16.33,0.1543,31.13,0.2965,50.25
2009-01-23,2554991.0,83152535.26,5.56,7.4,2.62,134.75,1.0,48986844.42,1383790.0,1505197.0,45035636.82,,,,1.0,,,,0.27,20000.0,3160.0,,,1.0,,,20000.0,10000.0,69.66,0.63,,,16.4,16.4,7055282.0,229615127.9,,355.35,16.39,16.23,0.1497,30.49,0.3028,50.45
2009-01-26,2473370.0,81014726.6,5.38,7.31,2.54,130.8,1.0,50977007.62,1238477.0,1556322.0,40566059.89,,,5537.0,0.59,,50500.0,,8.16,4000.0,161158.0,,,0.59,5537.0,2.56,10308.0,3375.0,62.13,0.19,,,14.75,14.75,7159640.0,234512538.43,,361.41,14.67,15.61,0.1595,31.93,0.2945,50.775
2009-01-27,2743515.0,90473863.01,5.97,8.3,2.81,146.03,1.0,55812356.44,1402222.0,1692445.0,46241570.08,,,17596.0,7.55,,1500.0,,0.14,143623.0,3000.0,,,7.55,17596.0,0.08,149149.0,9000.0,71.53,0.25,,,16.54,16.54,7075659.0,233336505.56,,361.02,16.54,14.77,0.153,31.76,0.3236,51.12
2009-01-28,2581656.0,87101375.15,5.58,7.94,2.64,139.33,1.0,51578982.14,1387245.0,1528784.0,46803659.04,,,700.0,0.13,,,,0.84,2433.0,17479.0,,,0.13,700.0,,1802.0,166094.0,71.93,8.21,,,16.37,16.37,7088795.0,239165788.43,,367.8,16.36,15.88,0.1517,30.71,0.3046,52.3
2009-01-29,2225057.0,73842988.09,4.81,6.86,2.28,121.11,1.0,43851987.05,1139722.0,1321360.0,37823964.99,,,162.0,,,5000.0,,12.87,,250128.0,,,,162.0,0.26,2443.0,212424.0,59.95,11.93,,,13.48,13.48,7316451.0,242811129.81,,380.84,13.6,17.87,0.165,31.42,0.2631,51.445
2009-01-30,2434757.0,80818010.55,5.27,7.52,2.49,130.34,1.0,46993973.78,1309722.0,1415760.0,43474205.61,,,40157.0,4.01,,,,0.01,94400.0,173.0,,,4.01,40157.0,,130016.0,,68.19,,,,15.48,15.48,7152178.0,237405538.66,,370.08,15.56,16.51,0.1609,32.06,0.2877,51.455
2009-02-02,2410288.0,78248797.46,5.21,7.51,2.47,127.57,1.0,45636745.19,1294078.0,1405743.0,42011596.67,,,4165.0,0.62,,,,1.08,6319.0,19809.0,,,0.62,4165.0,,,16336.0,66.05,1.35,,,15.25,15.25,7193579.0,233535953.45,,365.08,15.32,16.05,0.1577,31.64,0.284,50.325
2009-02-03,2347385.0,76395969.29,5.08,7.51,2.4,122.46,1.0,44235840.05,1277703.0,1359215.0,41583020.74,,,140.0,,,,,0.83,,16515.0,,,,140.0,,,46528.0,64.09,2.85,,,15.03,15.03,7223383.0,235085998.18,,363.55,14.99,15.92,0.1529,30.68,0.2761,50.45
2009-02-04,2323316.0,77680934.59,5.03,7.82,2.38,122.84,1.0,45024573.38,1265183.0,1346615.0,42301864.17,,,,,,,,0.71,,15520.0,,,,,,3000.0,12600.0,65.06,0.37,,,14.93,14.93,7210980.0,241101798.32,,370.71,14.93,16.08,0.1528,30.52,0.2741,51.83
2009-02-05,2233126.0,75191211.06,4.83,7.68,2.28,119.98,1.0,44794362.13,1216561.0,1330361.0,40962621.42,,,34120.0,,,,,4.03,,82742.0,,,,34120.0,,,16254.0,63.47,0.24,,,14.32,14.32,7277586.0,245042377.77,,379.04,14.34,16.3,0.1574,31.4,0.2629,52.195
2009-02-06,2122653.0,74080041.81,4.59,7.43,2.17,114.24,1.0,42764782.61,1209088.0,1225361.0,42196859.11,,,2056.0,0.37,,,,0.29,7000.0,10275.0,,,0.37,2056.0,,746.0,112000.0,63.96,6.59,,,14.29,14.29,7253261.0,253136936.7,,386.18,14.21,17.17,0.1466,28.98,0.2508,54.1
2009-02-09,2082786.0,70538935.75,4.51,7.33,2.13,113.5,1.0,41957808.27,1128252.0,1238878.0,38211172.6,,,3568.0,1.75,,,,4.37,34120.0,84404.0,,,1.75,3568.0,,,20603.0,60.27,0.67,,,13.36,13.36,7316817.0,247802935.24,,388.51,13.43,17.03,0.1424,28.54,0.2466,52.5
2009-02-10,2144354.0,71143947.11,4.64,7.29,2.19,115.45,1.0,42948588.64,1134182.0,1294516.0,37629134.1,,,,2.46,,7929.0,,1.81,53161.0,28331.0,,,2.46,,0.44,34261.0,5452.0,59.59,0.2,,,13.45,13.45,7299361.0,242173331.89,,380.25,13.55,16.45,0.1435,28.56,0.2543,51.43
2009-02-11,2046073.0,67969040.13,4.43,6.88,2.09,108.99,1.0,42713230.61,1039347.0,1285797.0,34526342.88,,,23938.0,,,,,6.73,,128200.0,,,,23938.0,,9427.0,8719.0,53.78,0.5,,,12.34,12.34,7379910.0,245155182.11,,380.14,12.39,18.4,0.1596,29.98,0.243,51.495
2009-02-12,2073155.0,67196951.94,4.48,6.93,2.12,109.75,1.0,41601786.57,1091928.0,1283495.0,35392545.82,,,,0.02,,,,4.45,1498.0,85242.0,,,0.02,,,137823.0,3800.0,55.8,0.15,,,12.99,12.99,7313094.0,237038535.97,,371.35,13.06,17.96,0.151,29.66,0.2467,50.245
2009-02-13,1982221.0,64767401.36,4.29,6.44,2.03,103.94,1.0,39110705.26,1061365.0,1196992.0,34679207.28,,,1420.0,0.45,,,,1.86,8497.0,32979.0,,,0.45,1420.0,,996.0,95000.0,53.69,5.14,,,12.7,12.7,7295771.0,238383171.49,,368.41,12.72,18.49,0.1448,27.74,0.2372,50.65
2009-02-16,1929208.0,62842344.7,4.17,6.29,1.97,101.75,1.0,37444787.42,1049820.0,1149524.0,34197012.61,,,,,,,,0.53,,11545.0,,,,,,,47468.0,53.47,2.32,,,12.56,12.56,7307554.0,238037488.63,,369.65,12.64,20.54,0.1714,30.3,0.2308,50.495
2009-02-17,1783601.0,57161582.58,3.86,5.91,1.82,93.25,1.0,33423354.66,988213.0,1042902.0,31670658.97,,,550.0,0.1,,,,3.29,2000.0,62157.0,,,0.1,550.0,,,108622.0,49.99,6.3,,,11.7,11.7,7458801.0,239042739.54,,374.42,11.78,20.38,0.1757,30.27,0.2112,49.68
2009-02-18,1784331.0,56287146.14,3.86,6.07,1.83,92.14,1.0,32898591.84,948943.0,1042902.0,29934632.82,,,3232.0,,,,,3.1,,59502.0,,,,3232.0,,17000.0,,47.1,,,,11.41,11.41,7366162.0,232367333.74,,362.82,11.49,18.67,0.1686,29.66,0.2146,48.9
2009-02-19,1747426.0,55855687.53,3.78,6.08,1.79,89.61,1.0,31853985.64,958399.0,996541.0,30634793.73,,,4790.0,,,,,0.84,,15332.0,,,,4790.0,,19998.0,46361.0,47.19,2.4,,,11.59,11.59,7310321.0,233671128.59,,359.71,11.6,19.48,0.1774,30.78,0.2113,49.55
2009-02-20,1828242.0,57967177.4,3.95,6.39,1.87,93.54,1.0,34159232.93,946399.0,1077357.0,30007011.5,,,,4.12,,28.0,,0.61,86000.0,12000.0,,,4.12,,0.0,,5212.0,46.6,0.27,,,11.48,11.48,7299386.0,231438071.73,,358.93,11.49,18.5,0.1891,33.88,0.2217,49.15
2009-02-23,1627576.0,50922294.66,3.52,5.77,1.66,81.78,1.0,27438905.06,946017.0,877001.0,29598222.41,,,,,,5235.0,,0.39,,7028.0,,,,,0.26,6646.0,205591.0,46.6,11.92,,,11.43,11.43,7330987.0,229366051.22,,358.01,11.52,21.29,0.1548,23.62,0.1966,48.5
2009-02-24,1580305.0,49157871.51,3.42,5.64,1.62,78.72,1.0,27634798.74,868214.0,888391.0,27007161.44,,,,1.31,,4790.0,,3.93,27100.0,79214.0,,,1.31,,0.24,1411.0,20500.0,42.12,1.02,,,10.41,10.41,7468906.0,232332063.4,,360.26,10.47,21.07,0.1494,21.36,0.1896,48.22
2009-02-25,1561705.0,49022567.73,3.38,5.62,1.6,77.96,1.0,27886083.05,854432.0,888363.0,26820974.89,,,162.0,,,,,1.08,,20891.0,,,,162.0,,6947.0,28.0,41.6,0.0,,,10.21,10.21,7516440.0,235944169.32,,364.18,10.25,21.09,0.1504,21.61,0.1866,48.66
2009-02-26,1604766.0,50891885.16,3.47,5.95,1.64,80.33,1.0,29406257.43,851533.0,927263.0,27004634.72,,,,1.3,,26020.0,,0.38,27000.0,8571.0,,,1.3,,1.27,5672.0,14120.0,41.78,0.72,,,10.22,10.22,7480420.0,237226284.43,,366.31,10.24,20.92,0.1492,21.05,0.1926,49.16
2009-02-27,1551708.0,49409459.15,3.36,6.04,1.59,77.86,1.0,27481637.04,862675.0,863063.0,27469282.35,,,2941.0,,,,,0.07,,1411.0,,,,2941.0,,9612.0,64200.0,42.75,3.52,,,10.37,10.37,7459916.0,237538515.56,,368.24,10.4,21.16,0.1429,22.0,0.1864,49.36
2009-03-02,1641059.0,51344139.97,3.55,6.49,1.68,82.19,1.0,30124191.51,847026.0,962828.0,26501071.26,,,1000.0,5.17,,,,0.79,105000.0,16649.0,,,5.17,1000.0,,,5235.0,41.87,0.26,,,10.18,10.18,7474769.0,233864587.31,,366.21,10.26,20.55,0.1573,26.47,0.1972,48.5
2009-03-03,1802844.0,56405939.51,3.9,6.93,1.84,89.4,1.0,34170971.73,875710.0,1092171.0,27398513.29,,,51854.0,6.47,,,,1.33,133101.0,26351.0,,,6.47,51854.0,,3181.0,3758.0,42.71,0.22,,,10.47,10.47,7485550.0,234201894.6,,363.32,10.52,21.72,0.1612,24.15,0.2156,48.5
2009-03-04,1781255.0,56213094.63,3.85,6.68,1.82,89.31,1.0,33890444.31,976398.0,1073905.0,30813304.76,,,100000.0,0.32,,,,0.39,6524.0,8113.0,,,0.32,100000.0,,8801.0,24790.0,47.67,0.26,,,11.55,11.55,7475192.0,235903155.51,,364.09,11.58,21.67,0.1609,24.12,0.2108,48.92
2009-03-05,1821434.0,56993443.55,3.94,7.0,1.86,91.63,1.0,34455607.69,980627.0,1101155.0,30684235.37,,,901.0,1.43,,,,5.73,30000.0,118040.0,,,1.43,901.0,,121368.0,2750.0,48.07,0.14,,,11.59,11.59,7483840.0,234172532.5,,364.39,11.65,21.16,0.1679,23.49,0.2152,48.505
2009-03-06,2375881.0,74978385.17,5.14,8.76,2.43,118.1,1.0,52296035.18,1458926.0,1657133.0,46040990.93,,,305700.0,27.01,,,,0.4,558522.0,8084.0,,,27.01,305700.0,,180683.0,2544.0,71.07,0.13,,,17.13,17.13,7056442.0,222688184.39,,343.6,17.14,20.09,0.1746,26.84,0.279,48.92
2009-03-09,2648045.0,84131095.83,5.73,9.49,2.71,132.25,1.0,57038420.4,1801626.0,1795297.0,57239499.2,,,64357.0,10.19,,,,,206686.0,,,,10.19,64357.0,,278343.0,68522.0,88.27,3.29,,,21.14,21.14,6718841.0,213464444.91,,328.43,21.18,17.83,0.1535,24.38,0.3108,49.25
2009-03-10,4009124.0,129391259.9,8.67,14.02,4.1,199.43,1.0,92184984.05,2378382.0,2856306.0,76760370.47,,107227.0,421416.0,52.05,5.26,,,0.24,1061009.0,4847.0,,107227.0,52.05,421416.0,,160187.0,,118.06,,5.06,,26.97,26.97,6441176.0,207883786.55,107227.0,319.28,27.0,20.02,0.1486,20.04,0.4546,50.03
2009-03-11,3975824.0,127572739.52,8.71,13.53,4.07,199.25,1.0,90765027.26,2372682.0,2828706.0,76132530.71,,,,,,,,0.28,,5700.0,,,,,,,27600.0,118.0,0.98,,,27.15,27.15,6366075.0,204269008.83,,317.64,27.09,19.94,0.1498,20.34,0.455,49.74
2009-03-12,3787489.0,120625591.85,8.3,12.93,3.87,189.48,1.0,81498740.2,2249267.0,2558956.0,71635630.65,,,236.0,1.25,,,,8.58,25500.0,173651.0,,,1.25,236.0,,50000.0,295250.0,111.44,14.66,,,25.51,25.51,6568826.0,209206818.56,,325.32,25.52,21.28,0.1575,21.34,0.4295,49.37
2009-03-13,3778535.0,120011355.62,8.28,12.52,3.86,188.21,1.0,81974635.24,2223836.0,2580956.0,70632023.53,,,42928.0,0.82,,,,3.93,24000.0,78359.0,,,0.82,42928.0,,10000.0,2000.0,109.75,0.11,,,25.17,25.17,6611550.0,209991723.84,,326.05,25.18,21.48,0.1601,21.56,0.4277,49.235
2009-03-16,3827989.0,123965075.18,8.38,12.44,3.92,190.72,1.0,85151945.5,2224790.0,2629456.0,72047296.79,,,,3.02,,,,,63000.0,,,,3.02,,,954.0,14500.0,110.47,0.67,,,25.19,25.19,6608418.0,214006109.78,,328.92,25.14,21.16,0.1567,21.56,0.4334,50.2
2009-03-17,3687186.0,117740315.41,8.08,11.93,3.77,185.66,1.0,83868770.89,2078287.0,2626456.0,66364476.02,,,,,,,,7.24,,146503.0,,,,,,,3000.0,103.59,0.12,,,23.64,23.64,6714796.0,214418854.64,,335.48,23.59,21.72,0.1667,22.61,0.4193,49.5
2009-03-18,3723204.0,118554197.03,8.15,11.92,3.81,183.32,1.0,86151063.16,2074146.0,2705581.0,66044920.87,,,2069.0,3.82,,10000.0,,10.02,85828.0,194115.0,,,3.82,2069.0,0.52,187905.0,16703.0,101.28,0.87,,,23.71,23.71,6673898.0,212510144.07,,327.97,23.6,21.67,0.1691,23.66,0.4256,49.36
2009-03-19,3694608.0,115260263.55,8.09,11.74,3.78,181.69,1.0,83797361.99,2060950.0,2686081.0,64295221.62,,,,,,,,0.73,,13549.0,,,,,,353.0,19500.0,100.12,0.94,,,23.75,23.75,6617809.0,206455031.09,,322.25,23.7,21.78,0.1691,23.84,0.4257,48.36
2009-03-20,3505573.0,110109233.56,7.68,10.89,3.59,172.83,1.0,78778241.57,2031915.0,2508081.0,63821978.12,,,,,,,,1.51,,29035.0,,,,,,,178000.0,99.04,9.32,,,23.44,23.44,6636885.0,208463016.06,,322.27,23.51,22.26,0.1647,22.96,0.4044,48.69
2009-03-23,3467920.0,109754305.01,7.6,10.8,3.55,170.97,1.0,79206394.79,2006507.0,2502694.0,63502843.58,,,6858.0,2.43,,51420.0,,1.57,47757.0,32266.0,,,2.43,6858.0,2.5,,104564.0,98.17,5.34,,,23.13,23.13,6669788.0,211088475.67,,326.0,23.14,20.92,0.1613,23.18,0.3997,49.06
2009-03-24,3407943.0,108746499.36,7.46,10.7,3.49,169.99,1.0,77145252.82,2073887.0,2417610.0,66177148.89,,,28038.0,0.23,,,,0.57,4600.0,12427.0,,,0.23,28038.0,,51769.0,89684.0,102.93,3.61,,,23.74,23.74,6663426.0,212628043.14,,328.69,23.85,20.8,0.1577,22.56,0.39,49.465
2009-03-25,3315744.0,105922098.98,7.26,10.29,3.39,165.03,1.0,74298461.23,2073488.0,2325810.0,66237984.95,,,,,,20000.0,,0.04,,1714.0,,,,,0.99,1315.0,111800.0,102.44,5.46,,,23.57,23.57,6723104.0,214770889.23,,332.34,23.56,21.35,0.1557,23.16,0.3769,49.52
2009-03-26,3226933.0,103126647.68,7.07,9.88,3.3,161.23,1.0,74593720.91,1976377.0,2334110.0,63161253.91,,,800.0,0.41,,,,4.82,8300.0,97911.0,,,0.41,800.0,,,,97.96,,,,22.73,22.73,6717923.0,214692055.38,,332.75,22.74,21.91,0.1548,23.76,0.3712,49.54
2009-03-27,3212782.0,101513777.42,7.04,9.92,3.29,161.57,1.0,74161272.73,1949226.0,2347110.0,61589393.34,,,16867.0,1.11,,,,2.67,13000.0,53672.0,,,1.11,16867.0,,9654.0,,96.72,,,,22.29,22.29,6794955.0,214699145.3,,335.92,22.36,22.56,0.1554,23.86,0.3674,48.98
2009-03-30,3122161.0,96676625.23,6.84,9.69,3.19,155.33,1.0,65384739.96,2016365.0,2111593.0,62436038.19,,,7931.0,,,,,3.88,,77757.0,,,,7931.0,,136965.0,235517.0,98.35,12.12,,,22.8,22.8,6829146.0,211462121.41,,331.96,22.86,20.94,0.1535,21.8,0.353,48.0
2009-03-31,3103920.0,98154174.76,6.8,9.49,3.17,152.49,1.0,66388369.36,2111339.0,2099393.0,66766133.53,,,2000.0,,,,,0.54,,8837.0,,,,2000.0,,101811.0,12200.0,102.39,1.12,,,23.85,23.85,6742484.0,213215209.43,,327.07,23.84,20.69,0.1542,22.22,0.3506,49.02
2009-04-01,3190338.0,101452912.11,6.99,9.64,3.26,163.9,1.0,69493065.54,2111837.0,2185313.0,67156524.97,,,1949.0,5.07,,,,0.07,102000.0,1451.0,,,5.07,1949.0,,,16080.0,104.2,0.4,,,23.73,23.73,6787673.0,215848349.7,,333.79,23.79,18.99,0.1496,23.69,0.3585,49.295
2009-04-02,3207128.0,104024709.65,7.02,9.52,3.28,164.93,1.0,71235950.74,2106140.0,2196236.0,68313644.48,,,,0.15,,8103.0,,0.99,3000.0,20697.0,,,0.15,,0.41,15000.0,180.0,104.39,0.0,,,23.65,23.65,6799036.0,220529940.12,,337.97,23.6,18.97,0.1485,23.59,0.3601,50.28
2009-04-03,3141342.0,100877674.73,6.88,9.17,3.21,163.84,1.0,68748502.28,2116357.0,2140836.0,67962410.03,,,12169.0,0.26,,,,0.88,4600.0,17914.0,,,0.26,12169.0,,15962.0,60000.0,106.06,2.57,,,23.81,23.81,6772101.0,217471960.04,,338.25,23.87,17.46,0.1464,23.69,0.3534,49.78
