,ALLOG FP Equity_DX_SI_QTY,ALLOG FP Equity_DX_SHORT_INTEREST_VALUE,ALLOG FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALLOG FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALLOG FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALLOG FP Equity_DX_SI_MV,ALLOG FP Equity_DX_DSS,ALLOG FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALLOG FP Equity_DX_SUPPLY_SI_QTY,ALLOG FP Equity_DX_BROKER_SI_QTY,ALLOG FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALLOG FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALLOG FP Equity_DX_BROKER_SI_MV_INC_x,ALLOG FP Equity_DX_BROKER_SI_QTY_ADD,ALLOG FP Equity_DX_SUPPLY_SI_MV_DEC,ALLOG FP Equity_DX_BROKER_SI_QTY_INC,ALLOG FP Equity_DX_SUPPLY_SI_QTY_DEC,ALLOG FP Equity_DX_BROKER_SI_MV_INC_y,ALLOG FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALLOG FP Equity_DX_BROKER_SI_MV_ADD,ALLOG FP Equity_DX_SUPPLY_SI_QTY_ADD,ALLOG FP Equity_DX_BROKER_SI_QTY_DEC,ALLOG FP Equity_DX_SUPPLY_SI_MV,ALLOG FP Equity_DX_BROKER_SI_MV_DEC,ALLOG FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALLOG FP Equity_DX_UTILIZATION_QUANTITY,ALLOG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALLOG FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALLOG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALLOG FP Equity_DX_ACTIVE_UTILIZATION_MV,ALLOG FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALLOG FP Equity_DX_BROKER_SI_CON_RATIO,ALLOG FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALLOG FP Equity_DX_DEMAND_SUPPLY_RATIO,ALLOG FP Equity_PX_LAST
2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51
2019-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.489
2019-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45
2019-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.465
2019-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.439
2019-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.439
2019-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.425
2019-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.425
2019-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44
2019-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.469
2019-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.436
2019-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.458
2019-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.428
2019-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.442
2019-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.449
2019-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.455
2019-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.456
2019-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.457
2019-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.425
2019-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45
2019-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.439
2019-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.423
2019-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.434
2019-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.425
2019-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.427
2019-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.431
2019-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.431
2019-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.434
2019-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.429
2019-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42
2019-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43
2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.418
2019-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.427
2019-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.414
2019-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.422
2019-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.415
2019-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.429
2019-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.432
2019-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.431
2019-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.434
2019-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.434
2019-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45
2019-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.469
2019-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.465
2019-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46
2019-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.464
2019-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.452
2019-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.459
2019-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46
2019-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46
2019-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45
2019-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45
2019-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45
2019-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.449
2019-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.454
2019-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.454
2019-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.457
2019-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.453
2019-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.452
2019-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.459
2019-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.486
2019-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.483
2019-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.478
2019-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.439
2019-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.477
2019-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.482
2019-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48
2019-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48
2019-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48
2019-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48
2019-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.469
2019-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.479
2019-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.479
2019-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.482
2019-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.489
2019-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.488
2019-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48
2019-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.488
2019-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5
2019-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.516
2019-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.526
2019-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.524
2019-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.522
2019-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.546
2019-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.546
2019-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.524
2019-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.548
2019-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.538
2019-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56
2019-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.598
2019-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57
2019-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.618
2019-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6
2019-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65
2019-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.638
2019-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.676
2019-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.694
2019-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.716
2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.694
2020-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.748
2020-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7
2020-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69
2020-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.728
2020-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.718
2020-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69
2020-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.698
2020-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73
2020-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.698
2020-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67
2020-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67
2020-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.656
2020-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6
2020-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.582
2020-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6
2020-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6
2020-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.582
2020-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58
2020-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.594
2020-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.582
2020-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.586
2020-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6
2020-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6
2020-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.596
2020-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.616
2020-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.606
2020-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.602
2020-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63
2020-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.614
2020-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.636
2020-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.628
2020-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.616
2020-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6
2020-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.554
2020-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55
2020-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.616
2020-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6
2020-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.538
2020-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.536
2020-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.534
2020-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.522
2020-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51
2020-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5
2020-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5
2020-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48
2020-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48
2020-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48
2020-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45
2020-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.425
2020-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41
2020-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.346
2020-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35
2020-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34
2020-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.349
2020-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38
2020-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35
2020-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.351
2020-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35
2020-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.388
2020-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.443
2020-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.397
2020-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4
2020-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.382
2020-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.416
2020-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.418
