,CW8 FP Equity_DX_SI_QTY,CW8 FP Equity_DX_SHORT_INTEREST_VALUE,CW8 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CW8 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CW8 FP Equity_DX_SI_MV,CW8 FP Equity_DX_DSS,CW8 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CW8 FP Equity_DX_SUPPLY_SI_QTY,CW8 FP Equity_DX_BROKER_SI_QTY,CW8 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CW8 FP Equity_DX_BROKER_SI_MV_NEW_x,CW8 FP Equity_DX_SUPPLY_SI_QTY_INC_x,CW8 FP Equity_DX_BROKER_SI_MV_INC_x,CW8 FP Equity_DX_BROKER_SI_QTY_ADD,CW8 FP Equity_DX_BROKER_SI_QTY_NEW,CW8 FP Equity_DX_SUPPLY_SI_MV_DEC,CW8 FP Equity_DX_BROKER_SI_QTY_INC,CW8 FP Equity_DX_SUPPLY_SI_QTY_DEC,CW8 FP Equity_DX_BROKER_SI_MV_NEW_y,CW8 FP Equity_DX_BROKER_SI_MV_INC_y,CW8 FP Equity_DX_SUPPLY_SI_QTY_INC_y,CW8 FP Equity_DX_BROKER_SI_MV_ADD,CW8 FP Equity_DX_SUPPLY_SI_QTY_ADD,CW8 FP Equity_DX_BROKER_SI_QTY_DEC,CW8 FP Equity_DX_SUPPLY_SI_MV,CW8 FP Equity_DX_BROKER_SI_MV_DEC,CW8 FP Equity_DX_BROKER_SI_MV_RMV,CW8 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CW8 FP Equity_DX_UTILIZATION_QUANTITY,CW8 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CW8 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CW8 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CW8 FP Equity_DX_ACTIVE_UTILIZATION_MV,CW8 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CW8 FP Equity_DX_BROKER_SI_CON_RATIO,CW8 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CW8 FP Equity_DX_DEMAND_SUPPLY_RATIO
2011-06-08,1900.0,213636.0,1.21,0.26,0.21,,213636.0,0.0,1900.0,0.0,,,,1900.0,,,,,,,,0.21,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-06-09,1900.0,215422.0,1.15,0.26,0.22,,215422.0,0.0,1900.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-06-10,1900.0,214149.0,1.08,0.26,0.21,,214149.0,0.0,1900.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-06-13,1900.0,214244.0,1.08,0.26,0.22,,214244.0,0.0,1900.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-06-14,1900.0,215460.0,1.08,0.26,0.22,,215460.0,0.0,1900.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-06-15,1900.0,215612.0,1.08,0.26,0.22,,215612.0,0.0,1900.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-06-29,10000.0,1144900.0,5.63,1.38,1.15,,1144900.0,0.0,10000.0,0.0,,,,10000.0,,,,,,,,1.15,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-06-30,10000.0,1154600.0,6.56,1.38,1.15,,1154600.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-07-01,10000.0,1164000.0,6.71,1.38,1.17,,1164000.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-07-04,10000.0,1167700.0,7.51,1.38,1.17,,1167700.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-07-07,5000.0,592600.0,2.81,0.69,0.59,,592600.0,0.0,5000.0,0.0,,,,5000.0,,,,,,,,0.59,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-07-08,5000.0,591150.0,2.81,0.69,0.6,,591150.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-08-12,10700.0,1119862.0,2.09,1.74,1.12,,1119862.0,0.0,10700.0,0.0,,,,10700.0,,,,,,,,1.12,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-08-15,10700.0,1115903.0,2.0,1.74,1.12,,1115903.0,0.0,10700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-08-16,10700.0,1120718.0,1.95,1.74,1.12,,1120718.0,0.0,10700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-08-17,10700.0,1124356.0,1.86,1.74,1.12,,1124356.0,0.0,10700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-08-18,10700.0,1079095.0,1.92,1.74,1.08,,1079095.0,0.0,10700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-08-19,10700.0,1066897.0,1.79,1.74,1.07,,1066897.0,0.0,10700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-08-22,10700.0,1063366.0,1.67,1.74,1.06,,1063366.0,0.0,10700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-08-23,10700.0,1072675.0,1.72,1.74,1.07,,1072675.0,0.0,10700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-08-24,10700.0,1088511.0,1.59,1.74,1.09,,1088511.0,0.0,10700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-09-14,3000.0,315120.0,0.47,0.49,0.32,,315120.0,0.0,3000.0,0.0,,,,3000.0,,,,,,,,0.32,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-09-15,3000.0,318450.0,0.47,0.49,0.32,,318450.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-09-16,3000.0,322020.0,0.47,0.49,0.32,,322020.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-09-19,3000.0,318960.0,0.47,0.49,0.32,,318960.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-09-20,3000.0,322140.0,0.51,0.49,0.32,,322140.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-09-21,6500.0,689910.0,1.23,1.06,0.68,,689910.0,0.0,6500.0,0.0,,,0.36,,,,3500.0,,,0.36,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-09-22,6500.0,663520.0,1.37,1.06,0.66,,663520.0,0.0,6500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-09-23,6500.0,664300.0,1.36,1.06,0.67,,664300.0,0.0,6500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-09-26,6500.0,670085.0,1.33,1.06,0.67,,670085.0,0.0,6500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-09-27,6500.0,693680.0,1.31,1.06,0.69,,693680.0,0.0,6500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-09-28,6500.0,683410.0,1.45,1.06,0.68,,683410.0,0.0,6500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-09-29,6500.0,680810.0,1.46,1.06,0.68,,680810.0,0.0,6500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-09-30,6500.0,680030.0,1.61,1.06,0.68,,680030.0,0.0,6500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-10-03,6500.0,676130.0,2.0,1.06,0.67,,676130.0,0.0,6500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-10-04,6500.0,653250.0,2.0,1.06,0.66,,653250.0,0.0,6500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-10-05,6500.0,673985.0,2.57,1.06,0.68,,673985.0,0.0,6500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-10-06,6500.0,685815.0,2.62,1.06,0.69,,685815.0,0.0,6500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-10-07,6500.0,687505.0,2.51,1.06,0.69,,687505.0,0.0,6500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-10-10,6500.0,694850.0,2.47,1.06,0.69,,694850.0,0.0,6500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-10-11,6500.0,698165.0,2.46,1.06,0.7,,698165.0,0.0,6500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-10-12,6500.0,703170.0,2.72,1.06,0.7,,703170.0,0.0,6500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-10-13,6500.0,696150.0,2.83,1.06,0.7,,696150.0,0.0,6500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-10-14,3500.0,377405.0,1.4,0.57,0.38,,377405.0,0.0,3500.0,0.0,,,,,,,,,,,,,,3000.0,0.0,0.31,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-10-17,3500.0,377895.0,1.18,0.57,0.38,,377895.0,0.0,3500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-10-18,3500.0,377020.0,1.23,0.57,0.38,,377020.0,0.0,3500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-10-19,3500.0,379855.0,1.36,0.57,0.38,,379855.0,0.0,3500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-10-20,3500.0,375165.0,1.31,0.57,0.38,,375165.0,0.0,3500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-10-21,3500.0,380625.0,1.31,0.57,0.38,,380625.0,0.0,3500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-11-09,3400.0,376006.0,0.84,0.55,0.37,,376006.0,0.0,3400.0,0.0,,,,3400.0,,,,,,,,0.37,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-11-10,3400.0,372538.0,0.84,0.55,0.37,,372538.0,0.0,3400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-11-11,3400.0,377842.0,0.78,0.55,0.38,,377842.0,0.0,3400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-11-14,3400.0,377706.0,0.63,0.55,0.38,,377706.0,0.0,3400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-11-15,3400.0,377026.0,0.6,0.55,0.38,,377026.0,0.0,3400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-11-16,3400.0,378794.0,0.57,0.55,0.38,,378794.0,0.0,3400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-11-17,3400.0,373150.0,0.56,0.55,0.37,,373150.0,0.0,3400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-11-18,19400.0,2106840.0,3.1,3.16,2.11,,2106840.0,0.0,19400.0,0.0,,,1.73,,,,16000.0,,,1.73,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
