,CD9 FP Equity_DX_DSS,CD9 FP Equity_PX_LAST
2013-08-19,,80.43
2013-08-20,,79.75
2013-08-21,,79.51
2013-08-22,,79.98
2013-08-23,,80.38
2013-08-26,,80.4
2013-08-27,,79.28
2013-08-28,,79.35
2013-08-29,,79.95
2013-08-30,,79.17
2013-09-02,,80.47
2013-09-03,,80.06
2013-09-04,,80.45
2013-09-05,,81.0
2013-09-06,,81.23
2013-09-09,,81.2
2013-09-10,,81.8
2013-09-11,,82.18
2013-09-12,,82.21
2013-09-13,,82.56
2013-09-16,,83.12
2013-09-17,,82.68
2013-09-18,,82.79
2013-09-19,,82.98
2013-09-20,,82.91
2013-09-23,,82.75
2013-09-24,,83.01
2013-09-25,,82.91
2013-09-26,,83.05
2013-09-27,,82.97
2013-09-30,,82.52
2013-10-01,,83.02
2013-10-02,,82.54
2013-10-03,,82.34
2013-10-04,,82.38
2013-10-07,,82.08
2013-10-08,,81.67
2013-10-09,,81.31
2013-10-10,,82.43
2013-10-11,,82.56
2013-10-14,,82.86
2013-10-15,,83.66
2013-10-16,,83.87
2013-10-17,,84.26
2013-10-18,,84.76
2013-10-21,,84.96
2013-10-22,,85.1
2013-10-23,,84.68
2013-10-24,,85.21
2013-10-25,,85.35
2013-10-28,,85.27
2013-10-29,,85.77
2013-10-30,,85.52
2013-10-31,,85.77
2013-11-01,,85.73
2013-11-04,,85.87
2013-11-05,,86.06
2013-11-06,,86.14
2013-11-07,,85.95
2013-11-08,,85.81
2013-11-11,,85.91
2013-11-12,,85.49
2013-11-13,,85.2
2013-11-14,,85.93
2013-11-15,,86.11
2013-11-18,,86.39
2013-11-19,,86.06
2013-11-20,,85.95
2013-11-21,,86.06
2013-11-22,,86.24
2013-11-25,,86.39
2013-11-26,,85.82
2013-11-27,,86.24
2013-11-28,,86.46
2013-11-29,,86.42
2013-12-02,,86.3
2013-12-03,,85.19
2013-12-04,,84.68
2013-12-05,,83.87
2013-12-06,,84.43
2013-12-09,,84.62
2013-12-10,,84.14
2013-12-11,,83.72
2013-12-12,,83.28
2013-12-13,,83.3
2013-12-16,,84.3
2013-12-17,,83.9
2013-12-18,,84.59
2013-12-19,,86.19
2013-12-20,,86.48
2013-12-23,,87.17
2013-12-27,,88.11
2013-12-30,,87.98
2014-01-02,,87.26
2014-01-03,,87.63
2014-01-06,,87.52
2014-01-07,,87.95
2014-01-08,,87.7
2014-01-09,,87.69
2014-01-10,,88.12
2014-01-13,,87.93
2014-01-14,,88.4
2014-01-15,,89.37
2014-01-16,,89.45
2014-01-17,,90.17
2014-01-20,,90.2
2014-01-21,,90.24
2014-01-22,,90.31
2014-01-23,,89.51
2014-01-24,,87.68
2014-01-27,,87.13
2014-01-28,,87.5
2014-01-29,,86.95
2014-01-30,,87.47
2014-01-31,,87.03
2014-02-03,,86.05
2014-02-04,,85.82
2014-02-05,,85.94
2014-02-06,,86.97
2014-02-07,,87.74
2014-02-10,,87.84
2014-02-11,,89.05
2014-02-12,,89.78
2014-02-13,,89.96
2014-02-14,,90.43
2014-02-17,,90.68
2014-02-18,,90.73
2014-02-19,,90.71
2014-02-20,,90.94
2014-02-21,,91.43
2014-02-24,,92.38
2014-02-25,,92.21
2014-02-26,,92.07
2014-02-27,,91.83
2014-02-28,,91.95
2014-03-03,,90.38
2014-03-04,,91.97
2014-03-05,,92.04
2014-03-06,,91.87
2014-03-07,,90.75
2014-03-10,,90.54
2014-03-11,,90.7
2014-03-12,,89.99
2014-03-13,,88.97
2014-03-14,,88.35
2014-03-17,,89.29
2014-03-18,,89.76
2014-03-19,,89.7
2014-03-20,,89.74
2014-03-21,,89.69
2014-03-24,,88.8
2014-03-25,,89.82
2014-03-26,,90.69
2014-03-27,,91.01
2014-03-28,,91.38
2014-03-31,,91.12
2014-04-01,,91.59
2014-04-02,,91.59
2014-04-03,,91.5
2014-04-04,,92.12
2014-04-07,,91.2
2014-04-08,,90.98
2014-04-09,,91.51
2014-04-10,,90.89
2014-04-11,,89.83
2014-04-14,,90.29
2014-04-15,,89.84
2014-04-16,,90.75
2014-04-17,,91.3
2014-04-22,,92.84
2014-04-23,,92.63
2014-04-24,,93.1
2014-04-25,,92.68
2014-04-28,,93.92
2014-04-29,,95.2
2014-04-30,,95.0
2014-05-02,,95.0
2014-05-05,,95.04
2014-05-06,,94.85
2014-05-07,,95.26
2014-05-08,,96.07
2014-05-09,,95.93
2014-05-12,,96.52
2014-05-13,,96.82
2014-05-14,,96.82
2014-05-15,,96.42
2014-05-16,,97.12
2014-05-19,,96.27
2014-05-20,,96.3
2014-05-21,,96.7
2014-05-22,,96.68
2014-05-23,,96.79
2014-05-26,,97.64
2014-05-27,,97.45
2014-05-28,,97.27
2014-05-29,,97.57
2014-05-30,,97.71
2014-06-02,,97.77
2014-06-03,,97.22
2014-06-04,,96.79
2014-06-05,,97.41
2014-06-06,,98.06
2014-06-09,,98.51
2014-06-10,,98.84
2014-06-11,,98.49
2014-06-12,,98.65
2014-06-13,,98.63
2014-06-16,,98.06
2014-06-17,,98.18
2014-06-18,,98.53
2014-06-19,,99.06
2014-06-20,,99.04
2014-06-23,,98.61
2014-06-24,,98.39
2014-06-25,,97.33
2014-06-26,,97.64
2014-06-27,,97.66
2014-06-30,,97.66
2014-07-01,,98.3
2014-07-02,,98.59
2014-07-03,,99.3
2014-07-04,,99.5
2014-07-07,,98.68
2014-07-08,,97.47
2014-07-09,,97.46
2014-07-10,,96.65
2014-07-11,,97.03
2014-07-14,,97.62
2014-07-15,,97.48
2014-07-16,,98.63
2014-07-17,,97.74
2014-07-18,,97.76
2014-07-21,,97.53
2014-07-22,,98.56
2014-07-23,,98.37
2014-07-24,,98.63
2014-07-25,,97.86
2014-07-28,,97.68
2014-07-29,,97.85
2014-07-30,,97.09
2014-07-31,,95.82
2014-08-01,,94.46
2014-08-04,,94.73
2014-08-05,,95.0
2014-08-06,,94.04
2014-08-07,,93.31
2014-08-08,,92.66
2014-08-11,,93.86
2014-08-12,,93.52
2014-08-13,,93.94
2014-08-14,,94.19
2014-08-15,,93.83
2014-08-18,,94.89
2014-08-19,,95.55
2014-08-20,,95.52
2014-08-21,,96.24
2014-08-22,,96.19
2014-08-25,,97.45
2014-08-26,,97.61
2014-08-27,,97.65
2014-08-28,,97.44
2014-08-29,,97.66
2014-09-01,,97.98
2014-09-02,,97.7
2014-09-03,,98.19
2014-09-04,,99.21
2014-09-05,,98.86
2014-09-08,,98.01
2014-09-09,,97.61
2014-09-10,,97.65
2014-09-11,,97.27
2014-09-12,,97.27
2014-09-15,,96.95
2014-09-16,,96.88
2014-09-17,,97.32
2014-09-18,,98.33
2014-09-19,,98.81
2014-09-22,,98.41
2014-09-23,,96.94
2014-09-24,,97.63
2014-09-25,,97.03
2014-09-26,,97.1
2014-09-29,,96.96
2014-09-30,,97.3
2014-10-01,,96.52
2014-10-02,,94.07
2014-10-03,,95.0
2014-10-06,,95.04
2014-10-07,,94.13
2014-10-08,,93.64
2014-10-09,,92.97
2014-10-10,,91.52
2014-10-13,,91.66
2014-10-14,,91.57
2014-10-15,,88.51
2014-10-16,,88.05
2014-10-17,,90.39
2014-10-20,,89.73
2014-10-21,,91.45
2014-10-22,,92.42
2014-10-23,,93.08
2014-10-24,,92.75
2014-10-27,,92.3
2014-10-28,,93.35
2014-10-29,,93.73
2014-10-30,,94.31
2014-10-31,,95.66
2014-11-03,,94.84
2014-11-04,,94.1
2014-11-05,,95.95
2014-11-06,,95.79
2014-11-07,,95.94
2014-11-10,,96.82
2014-11-11,,97.44
2014-11-12,,96.46
2014-11-13,,96.44
2014-11-14,,96.31
2014-11-17,,96.6
2014-11-18,,97.33
2014-11-19,,97.51
2014-11-20,,97.53
2014-11-21,,98.97
2014-11-24,,99.07
2014-11-25,,98.86
2014-11-26,,98.93
2014-11-27,,98.7
2014-11-28,,98.44
2014-12-01,,97.79
2014-12-02,,98.5
2014-12-03,,99.09
2014-12-04,,97.49
2014-12-05,,98.88
2014-12-08,,98.06
2014-12-09,,95.84
2014-12-10,,95.39
2014-12-11,,95.59
2014-12-12,,92.87
2014-12-15,,90.69
2014-12-16,,92.59
2014-12-17,,93.18
2014-12-18,,95.81
2014-12-19,,96.61
2014-12-22,,96.91
2014-12-23,,97.42
2014-12-29,,97.46
2014-12-30,,96.45
2015-01-02,,96.23
2015-01-05,,93.68
2015-01-06,,93.09
2015-01-07,,94.18
2015-01-08,,96.92
2015-01-09,,95.81
2015-01-12,,96.06
2015-01-13,,97.61
2015-01-14,,95.93
2015-01-15,,98.87
2015-01-16,,100.36
2015-01-19,,100.39
2015-01-20,,101.05
2015-01-21,,102.36
2015-01-22,,103.82
2015-01-23,,105.38
2015-01-26,,105.8
2015-01-27,,105.39
2015-01-28,,105.62
2015-01-29,,105.1
2015-01-30,,104.65
2015-02-02,,104.98
2015-02-03,,106.1
2015-02-04,,106.53
2015-02-05,,106.47
2015-02-06,,106.62
2015-02-09,,106.2
2015-02-10,,106.44
2015-02-11,,106.04
2015-02-12,,106.5
2015-02-13,,107.19
2015-02-16,,106.55
2015-02-17,,106.73
2015-02-18,,107.27
2015-02-19,,107.27
2015-02-20,,107.57
2015-02-23,,108.08
2015-02-24,,109.04
2015-02-25,,109.05
2015-02-26,,109.54
2015-02-27,,110.02
2015-03-02,,109.66
2015-03-03,,108.9
2015-03-04,,109.44
2015-03-05,,110.51
2015-03-06,,110.16
2015-03-09,,110.31
2015-03-10,,109.0
2015-03-11,,110.17
2015-03-12,,110.55
2015-03-13,,110.31
2015-03-16,,111.33
2015-03-17,,110.98
2015-03-18,,111.57
2015-03-19,,112.37
2015-03-20,,113.51
2015-03-23,,112.93
2015-03-24,,113.13
2015-03-25,,112.22
2015-03-26,,111.39
2015-03-27,,111.4
2015-03-30,,112.24
2015-03-31,,111.44
2015-04-01,,111.85
2015-04-02,,111.47
2015-04-07,,113.46
2015-04-08,,113.31
2015-04-09,,114.32
2015-04-10,,115.5
2015-04-13,,115.38
2015-04-14,,115.36
2015-04-15,,116.17
2015-04-16,,115.65
2015-04-17,,113.51
2015-04-20,,114.62
2015-04-21,,114.66
2015-04-22,,114.41
2015-04-23,,113.94
2015-04-24,,114.01
2015-04-27,,114.83
2015-04-28,,113.75
2015-04-29,,111.56
2015-04-30,,111.5
2015-05-04,,111.83
2015-05-05,,110.15
2015-05-06,,109.88
2015-05-07,,109.59
2015-05-08,,112.72
2015-05-11,,113.2
2015-05-12,,111.79
2015-05-13,,111.4
2015-05-14,,112.32
2015-05-15,,111.53
2015-05-18,,111.76
2015-05-19,,113.19
2015-05-20,,114.02
2015-05-21,,114.85
2015-05-22,,115.04
2015-05-26,,113.75
2015-05-27,,114.76
2015-05-28,,113.91
2015-05-29,,112.14
2015-06-01,,111.61
2015-06-02,,110.88
2015-06-03,,110.32
2015-06-04,,109.16
2015-06-05,,108.45
2015-06-08,,107.32
2015-06-09,,106.74
2015-06-10,,108.33
2015-06-11,,109.13
2015-06-12,,108.5
2015-06-15,,106.91
2015-06-16,,107.72
2015-06-17,,107.61
2015-06-18,,108.05
2015-06-19,,108.3
2015-06-22,,110.0
2015-06-23,,111.47
2015-06-24,,111.28
2015-06-25,,110.6
2015-06-26,,110.41
2015-06-29,,107.75
2015-06-30,,106.16
2015-07-01,,107.32
2015-07-02,,107.6
2015-07-03,,106.79
2015-07-06,,106.09
2015-07-07,,104.26
2015-07-08,,104.24
2015-07-09,,106.51
2015-07-10,,108.34
2015-07-13,,110.32
2015-07-14,,111.07
2015-07-15,,112.01
2015-07-16,,113.2
2015-07-17,,113.24
2015-07-20,,113.32
2015-07-21,,112.19
2015-07-22,,111.06
2015-07-23,,109.97
2015-07-24,,108.98
2015-07-27,,106.93
2015-07-28,,107.81
2015-07-29,,109.54
2015-07-30,,110.69
2015-07-31,,110.53
2015-08-03,,110.93
2015-08-04,,111.41
2015-08-05,,112.78
2015-08-06,,112.17
2015-08-07,,111.36
2015-08-10,,112.17
2015-08-11,,110.46
2015-08-12,,108.3
2015-08-13,,109.12
2015-08-14,,109.01
2015-08-17,,109.31
2015-08-18,,109.5
2015-08-19,,107.43
2015-08-20,,105.75
2015-08-21,,102.2
2015-08-24,,95.93
2015-08-25,,99.31
2015-08-26,,97.9
2015-08-27,,101.83
2015-08-28,,102.96
2015-08-31,,102.15
2015-09-01,,99.59
2015-09-02,,99.96
2015-09-03,,102.55
2015-09-04,,99.88
2015-09-07,,100.35
2015-09-08,,101.78
2015-09-09,,103.21
2015-09-10,,102.03
2015-09-11,,100.77
2015-09-14,,100.52
2015-09-15,,101.16
2015-09-16,,102.88
2015-09-17,,102.42
2015-09-18,,101.04
2015-09-21,,101.91
2015-09-22,,98.76
2015-09-23,,99.13
2015-09-24,,97.46
2015-09-25,,99.69
2015-09-28,,97.52
2015-09-29,,96.77
2015-09-30,,99.01
2015-10-01,,98.89
2015-10-02,,99.49
2015-10-05,,102.22
2015-10-06,,102.97
2015-10-07,,103.65
2015-10-08,,104.52
2015-10-09,,104.66
2015-10-12,,104.13
2015-10-13,,103.09
2015-10-14,,102.48
2015-10-15,,103.86
2015-10-16,,104.96
2015-10-19,,104.54
2015-10-20,,104.1
2015-10-21,,104.1
2015-10-22,,106.42
2015-10-23,,108.0
2015-10-26,,107.71
2015-10-27,,106.17
2015-10-28,,107.14
2015-10-29,,107.32
2015-10-30,,107.09
2015-11-02,,107.54
2015-11-03,,108.44
2015-11-04,,109.14
2015-11-05,,108.1
2015-11-06,,107.6
2015-11-09,,106.77
2015-11-10,,107.49
2015-11-11,,107.97
2015-11-12,,106.21
2015-11-13,,105.68
2015-11-16,,106.46
2015-11-17,,108.92
2015-11-18,,109.15
2015-11-19,,109.72
2015-11-20,,109.84
2015-11-23,,109.45
2015-11-24,,108.22
2015-11-25,,109.84
2015-11-26,,110.76
2015-11-27,,110.25
2015-11-30,,110.24
2015-12-01,,109.91
2015-12-02,,110.01
2015-12-03,,106.0
2015-12-04,,105.42
2015-12-07,,105.73
2015-12-08,,103.81
2015-12-09,,103.91
2015-12-10,,103.58
2015-12-11,,101.29
2015-12-14,,99.17
2015-12-15,,101.85
2015-12-16,,102.14
2015-12-17,,103.26
2015-12-18,,102.37
2015-12-21,,101.24
2015-12-22,,101.05
2015-12-23,,104.39
2015-12-28,,103.39
2015-12-29,,104.87
2015-12-30,,104.47
2016-01-04,,101.58
2016-01-05,,102.38
2016-01-06,,101.45
2016-01-07,,98.78
2016-01-08,,97.42
2016-01-11,,97.24
2016-01-12,,97.5
2016-01-13,,98.47
2016-01-14,,97.45
2016-01-15,,94.6
2016-01-18,,94.32
2016-01-19,,95.21
2016-01-20,,91.71
2016-01-21,,93.55
2016-01-22,,96.51
2016-01-25,,95.89
2016-01-26,,96.98
2016-01-27,,97.68
2016-01-28,,97.09
2016-01-29,,99.1
2016-02-01,,99.11
2016-02-02,,97.14
2016-02-03,,95.65
2016-02-04,,95.58
2016-02-05,,94.55
2016-02-08,,92.03
2016-02-09,,90.2
2016-02-10,,91.11
2016-02-11,,88.13
2016-02-12,,91.3
2016-02-15,,93.67
2016-02-16,,93.34
2016-02-17,,95.88
2016-02-18,,96.34
2016-02-19,,95.46
2016-02-22,,97.23
2016-02-23,,95.46
2016-02-24,,93.17
2016-02-25,,95.16
2016-02-26,,96.69
2016-02-29,,97.32
2016-03-01,,98.72
2016-03-02,,99.44
2016-03-03,,99.32
2016-03-04,,100.12
2016-03-07,,100.15
2016-03-08,,99.11
2016-03-09,,99.68
2016-03-10,,97.48
2016-03-11,,100.21
2016-03-14,,100.62
2016-03-15,,99.4
2016-03-16,,99.81
2016-03-17,,100.89
2016-03-18,,100.85
2016-03-21,,100.3
2016-03-22,,100.04
2016-03-23,,99.49
2016-03-24,,98.44
2016-03-29,,98.76
2016-03-30,,100.07
2016-03-31,,99.17
2016-04-01,,97.46
2016-04-04,,97.92
2016-04-05,,96.06
2016-04-06,,96.78
2016-04-07,,96.41
2016-04-08,,97.78
2016-04-11,,98.46
2016-04-12,,99.42
2016-04-13,,101.95
2016-04-14,,102.11
2016-04-15,,102.01
2016-04-18,,102.3
2016-04-19,,103.75
2016-04-20,,104.39
2016-04-21,,103.75
2016-04-22,,103.29
2016-04-25,,102.96
2016-04-26,,103.12
2016-04-27,,103.45
2016-04-28,,103.98
2016-04-29,,102.1
2016-05-02,,102.45
2016-05-03,,100.45
2016-05-04,,99.14
2016-05-05,,99.79
2016-05-06,,99.57
2016-05-09,,99.55
2016-05-10,,100.42
2016-05-11,,100.21
2016-05-12,,100.01
2016-05-13,,100.22
2016-05-16,,100.31
2016-05-17,,100.77
2016-05-18,,101.51
2016-05-19,,100.09
2016-05-20,,101.28
2016-05-23,,100.57
2016-05-24,,103.0
2016-05-25,,104.2
2016-05-26,,104.44
2016-05-27,,104.39
2016-05-30,,104.45
2016-05-31,,103.7
2016-06-01,,101.92
2016-06-02,,101.95
2016-06-03,,101.16
2016-06-06,,101.91
2016-06-07,,102.67
2016-06-08,,102.22
2016-06-09,,100.9
2016-06-10,,98.59
2016-06-13,,96.78
2016-06-14,,94.92
2016-06-15,,95.99
2016-06-16,,95.59
2016-06-17,,96.74
2016-06-20,,100.81
2016-06-21,,101.47
2016-06-22,,102.03
2016-06-23,,103.2
2016-06-24,,95.44
2016-06-27,,91.83
2016-06-28,,94.67
2016-06-29,,98.16
2016-06-30,,99.14
2016-07-01,,100.2
2016-07-04,,99.55
2016-07-05,,97.82
2016-07-06,,95.98
2016-07-07,,96.74
2016-07-08,,98.2
2016-07-11,,99.5
2016-07-12,,100.82
2016-07-13,,100.6
2016-07-14,,101.25
2016-07-15,,100.9
2016-07-18,,101.03
2016-07-19,,100.13
2016-07-20,,100.8
2016-07-21,,100.77
2016-07-22,,100.63
2016-07-25,,100.89
2016-07-26,,101.11
2016-07-27,,101.82
2016-07-28,,101.13
2016-07-29,,101.44
2016-08-01,,100.96
2016-08-02,,100.11
2016-08-03,,99.95
2016-08-04,,100.7
2016-08-05,,101.61
2016-08-08,,101.93
2016-08-09,,102.57
2016-08-10,,102.33
2016-08-11,,103.19
2016-08-12,,102.82
2016-08-15,,102.83
2016-08-16,,102.1
2016-08-17,,101.15
2016-08-18,,101.88
2016-08-19,,100.79
2016-08-22,,100.71
2016-08-23,,102.04
2016-08-24,,102.05
2016-08-25,,101.31
2016-08-26,,101.86
2016-08-29,,101.55
2016-08-30,,101.81
2016-08-31,,101.46
2016-09-01,,101.47
2016-09-02,,104.16
2016-09-05,,104.12
2016-09-06,,103.61
2016-09-07,,103.75
2016-09-08,,103.47
2016-09-09,,102.59
2016-09-12,,101.52
2016-09-13,,100.18
2016-09-14,,100.08
2016-09-15,,100.92
2016-09-16,,99.97
2016-09-19,,101.15
2016-09-20,,101.09
2016-09-21,,101.48
2016-09-22,,103.42
2016-09-23,,102.76
2016-09-26,,101.16
2016-09-27,,101.1
2016-09-28,,101.87
2016-09-29,,102.33
2016-09-30,,102.41
2016-10-03,,102.26
2016-10-04,,103.35
2016-10-05,,102.49
2016-10-06,,101.79
2016-10-07,,100.79
2016-10-10,,101.65
2016-10-11,,100.9
2016-10-12,,100.59
2016-10-13,,99.55
2016-10-14,,100.66
2016-10-17,,99.78
2016-10-18,,101.36
2016-10-19,,101.62
2016-10-20,,101.74
2016-10-21,,101.68
2016-10-24,,101.56
2016-10-25,,101.82
2016-10-26,,101.39
2016-10-27,,101.33
2016-10-28,,101.34
2016-10-31,,100.97
2016-11-01,,99.78
2016-11-02,,98.53
2016-11-03,,98.84
2016-11-04,,97.9
2016-11-07,,99.43
2016-11-08,,99.89
2016-11-09,,101.79
2016-11-10,,101.58
2016-11-11,,101.33
2016-11-14,,101.46
2016-11-15,,101.37
2016-11-16,,101.2
2016-11-17,,102.02
2016-11-18,,101.41
2016-11-21,,101.82
2016-11-22,,102.69
2016-11-23,,102.63
2016-11-24,,102.88
2016-11-25,,103.04
2016-11-28,,102.37
2016-11-29,,102.49
2016-11-30,,102.26
2016-12-01,,101.59
2016-12-02,,101.78
2016-12-05,,102.21
2016-12-06,,103.24
2016-12-07,,104.47
2016-12-08,,105.43
2016-12-09,,106.33
2016-12-12,,105.94
2016-12-13,,106.85
2016-12-14,,106.56
2016-12-15,,107.22
2016-12-16,,107.41
2016-12-19,,107.21
2016-12-20,,107.85
2016-12-21,,107.57
2016-12-22,,107.21
2016-12-23,,107.69
2016-12-27,,107.94
2016-12-28,,107.89
2016-12-29,,107.58
2016-12-30,,107.7
2017-01-02,,108.71
2017-01-03,,108.88
2017-01-04,,108.75
2017-01-05,,108.92
2017-01-06,,108.7
2017-01-09,,108.11
2017-01-10,,108.11
2017-01-11,,108.1
2017-01-12,,107.38
2017-01-13,,108.19
2017-01-16,,107.22
2017-01-17,,107.27
2017-01-18,,106.85
2017-01-19,,106.67
2017-01-20,,106.19
2017-01-23,,105.81
2017-01-24,,106.4
2017-01-25,,107.83
2017-01-26,,107.81
2017-01-27,,107.45
2017-01-30,,106.26
2017-01-31,,105.54
2017-02-01,,106.41
2017-02-02,,105.69
2017-02-03,,106.29
2017-02-06,,105.65
2017-02-07,,106.34
2017-02-08,,106.92
2017-02-09,,107.81
2017-02-10,,108.22
2017-02-13,,109.03
2017-02-14,,108.87
2017-02-15,,108.92
2017-02-16,,108.62
2017-02-17,,108.69
2017-02-20,,109.04
2017-02-21,,109.98
2017-02-22,,110.0
2017-02-23,,110.19
2017-02-24,,109.35
2017-02-27,,108.81
2017-02-28,,108.91
2017-03-01,,110.07
2017-03-02,,110.41
2017-03-03,,110.31
2017-03-06,,110.04
2017-03-07,,109.62
2017-03-08,,109.54
2017-03-09,,109.66
2017-03-10,,109.08
2017-03-13,,110.02
2017-03-14,,109.39
2017-03-15,,109.9
2017-03-16,,110.73
2017-03-17,,110.96
2017-03-20,,110.83
2017-03-21,,110.67
2017-03-22,,110.15
2017-03-23,,110.96
2017-03-24,,110.58
2017-03-27,,110.36
2017-03-28,,110.93
2017-03-29,,111.17
2017-03-30,,112.03
2017-03-31,,112.61
2017-04-03,,111.84
2017-04-04,,112.07
2017-04-05,,111.78
2017-04-06,,112.1
2017-04-07,,112.15
2017-04-10,,112.1
2017-04-11,,112.37
2017-04-12,,112.56
2017-04-13,,112.25
2017-04-18,,110.98
2017-04-19,,111.05
2017-04-20,,111.19
2017-04-21,,111.38
2017-04-24,,113.08
2017-04-25,,112.96
2017-04-26,,113.19
2017-04-27,,112.73
2017-04-28,,112.4
2017-05-02,,112.93
2017-05-03,,112.86
2017-05-04,,113.45
2017-05-05,,113.97
2017-05-08,,114.18
2017-05-09,,114.66
2017-05-10,,114.96
2017-05-11,,114.29
2017-05-12,,114.85
2017-05-15,,115.01
2017-05-16,,115.17
2017-05-17,,114.16
2017-05-18,,113.83
2017-05-19,,114.24
2017-05-22,,114.5
2017-05-23,,114.78
2017-05-24,,114.62
2017-05-25,,114.36
2017-05-26,,113.93
2017-05-29,,114.27
2017-05-30,,114.04
2017-05-31,,113.94
2017-06-01,,114.71
2017-06-02,,114.46
2017-06-05,,114.07
2017-06-06,,113.51
2017-06-07,,113.58
2017-06-08,,113.84
2017-06-09,,113.77
2017-06-12,,113.72
2017-06-13,,113.56
2017-06-14,,112.86
2017-06-15,,112.49
2017-06-16,,113.2
2017-06-19,,113.97
2017-06-20,,113.37
2017-06-21,,112.62
2017-06-22,,112.82
2017-06-23,,112.63
2017-06-26,,112.88
2017-06-27,,111.64
2017-06-28,,111.7
2017-06-29,,110.85
2017-06-30,,110.39
2017-07-03,,111.84
2017-07-04,,111.7
2017-07-05,,111.67
2017-07-06,,111.34
2017-07-07,,111.38
2017-07-10,,111.68
2017-07-11,,110.76
2017-07-12,,112.0
2017-07-13,,112.5
2017-07-14,,112.56
2017-07-17,,112.72
2017-07-18,,111.65
2017-07-19,,112.51
2017-07-20,,111.92
2017-07-21,,111.04
2017-07-24,,110.38
2017-07-25,,111.03
2017-07-26,,111.54
2017-07-27,,110.91
2017-07-28,,109.94
2017-07-31,,109.81
2017-08-01,,110.92
2017-08-02,,110.96
2017-08-03,,111.37
2017-08-04,,111.95
2017-08-07,,111.77
2017-08-08,,111.9
2017-08-09,,111.25
2017-08-10,,110.34
2017-08-11,,108.91
2017-08-14,,109.97
2017-08-15,,109.94
2017-08-16,,110.5
2017-08-17,,110.19
2017-08-18,,109.53
2017-08-21,,109.24
2017-08-22,,109.6
2017-08-23,,109.36
2017-08-24,,109.62
2017-08-25,,109.44
2017-08-28,,108.71
2017-08-29,,107.62
2017-08-30,,108.2
2017-08-31,,108.87
2017-09-01,,109.65
2017-09-04,,108.89
2017-09-05,,108.62
2017-09-06,,108.78
2017-09-07,,109.03
2017-09-08,,109.06
2017-09-11,,110.75
2017-09-12,,111.3
2017-09-13,,111.03
2017-09-14,,111.22
2017-09-15,,111.16
2017-09-18,,111.03
2017-09-19,,111.19
2017-09-20,,111.34
2017-09-21,,111.45
2017-09-22,,111.54
2017-09-25,,111.99
2017-09-26,,111.78
2017-09-27,,112.21
2017-09-28,,112.12
2017-09-29,,112.91
2017-10-02,,113.49
2017-10-03,,113.46
2017-10-04,,113.3
2017-10-05,,113.64
2017-10-06,,113.41
2017-10-09,,113.72
2017-10-10,,113.66
2017-10-11,,113.62
2017-10-12,,113.71
2017-10-13,,114.24
2017-10-16,,114.12
2017-10-17,,113.81
2017-10-18,,113.98
2017-10-19,,113.61
2017-10-20,,114.15
2017-10-23,,114.15
2017-10-24,,113.74
2017-10-25,,113.13
2017-10-26,,114.86
2017-10-27,,115.04
2017-10-30,,115.16
2017-10-31,,115.34
2017-11-01,,115.68
2017-11-02,,115.27
2017-11-03,,115.03
2017-11-06,,115.3
2017-11-07,,115.19
2017-11-08,,115.17
2017-11-09,,113.82
2017-11-10,,113.84
2017-11-13,,112.81
2017-11-14,,111.85
2017-11-15,,111.4
2017-11-16,,112.12
2017-11-17,,111.74
2017-11-20,,111.87
2017-11-21,,112.48
2017-11-22,,112.39
2017-11-23,,112.29
2017-11-24,,111.9
2017-11-27,,111.58
2017-11-28,,111.88
2017-11-29,,113.03
2017-11-30,,112.5
2017-12-01,,111.73
2017-12-04,,112.73
2017-12-05,,112.58
2017-12-06,,112.49
2017-12-07,,112.57
2017-12-08,,113.15
2017-12-11,,112.97
2017-12-12,,113.83
2017-12-13,,113.36
2017-12-14,,113.14
2017-12-15,,112.69
2017-12-18,,113.67
2017-12-19,,112.81
2017-12-20,,112.25
2017-12-21,,112.69
2017-12-22,,112.72
2017-12-27,,112.67
2017-12-28,,112.57
2017-12-29,,112.83
2018-01-02,,112.79
2018-01-03,,112.76
2018-01-04,,113.47
2018-01-05,,114.69
2018-01-08,,115.06
2018-01-09,,115.45
2018-01-10,,114.88
2018-01-11,,114.93
2018-01-12,,115.72
2018-01-15,,115.5
2018-01-16,,115.41
2018-01-17,,115.24
2018-01-18,,115.33
2018-01-19,,115.52
2018-01-22,,115.84
2018-01-23,,115.71
2018-01-24,,115.43
2018-01-25,,114.7
2018-01-26,,115.18
2018-01-29,,114.9
2018-01-30,,113.78
2018-01-31,,112.8329
2018-02-01,,112.84
2018-02-02,,111.96
2018-02-05,,110.36
2018-02-06,,107.08
2018-02-07,,109.08
2018-02-08,,108.2
2018-02-09,,106.84
2018-02-12,,107.76
2018-02-13,,107.56
2018-02-14,,108.36
2018-02-15,,108.9
2018-02-16,,109.9
2018-02-19,,109.26
2018-02-20,,110.16
2018-02-21,,110.02
2018-02-22,,109.98
2018-02-23,,110.7
2018-02-26,,111.18
2018-02-27,,111.18
2018-02-28,,110.04
2018-03-01,,108.66
2018-03-02,,106.44
2018-03-05,,107.1
2018-03-06,,107.14
2018-03-07,,107.26
2018-03-08,,108.18
2018-03-09,,108.34
2018-03-12,,108.6
2018-03-13,,107.58
2018-03-14,,107.58
