,HLT FP Equity_DX_DSS,HLT FP Equity_PX_LAST
2011-04-27,,39.84
2011-04-28,,39.91
2011-04-29,,40.1
2011-05-02,,40.36
2011-05-03,,40.38
2011-05-04,,40.5
2011-05-05,,40.75
2011-05-06,,41.39
2011-05-09,,41.65
2011-05-10,,41.57
2011-05-11,,42.11
2011-05-12,,42.27
2011-05-13,,42.59
2011-05-16,,42.63
2011-05-17,,42.13
2011-05-18,,42.25
2011-05-19,,42.57
2011-05-20,,42.52
2011-05-23,,42.22
2011-05-24,,42.29
2011-05-25,,42.66
2011-05-26,,42.74
2011-05-27,,42.94
2011-05-30,,42.82
2011-05-31,,43.14
2011-06-01,,42.92
2011-06-02,,42.27
2011-06-03,,42.04
2011-06-06,,42.03
2011-06-07,,41.84
2011-06-08,,41.6
2011-06-09,,41.74
2011-06-10,,41.29
2011-06-13,,41.5
2011-06-14,,41.63
2011-06-15,,41.49
2011-06-16,,41.22
2011-06-17,,41.06
2011-06-20,,40.95
2011-06-21,,40.97
2011-06-22,,40.88
2011-06-23,,40.81
2011-06-24,,41.0
2011-06-27,,40.89
2011-06-28,,41.0
2011-06-29,,41.41
2011-06-30,,41.6
2011-07-01,,41.61
2011-07-04,,41.75
2011-07-05,,41.98
2011-07-06,,41.05
2011-07-07,,41.02
2011-07-08,,41.4
2011-07-11,,41.38
2011-07-12,,41.41
2011-07-13,,41.49
2011-07-14,,41.22
2011-07-15,,41.55
2011-07-18,,41.25
2011-07-19,,41.42
2011-07-20,,41.53
2011-07-21,,41.53
2011-07-22,,41.59
2011-07-25,,42.02
2011-07-26,,41.78
2011-07-27,,41.68
2011-07-28,,41.81
2011-07-29,,41.5
2011-08-01,,41.53
2011-08-02,,40.76
2011-08-03,,40.19
2011-08-04,,39.31
2011-08-05,,38.37
2011-08-08,,37.19
2011-08-09,,37.61
2011-08-10,,36.39
2011-08-11,,36.86
2011-08-12,,37.91
2011-08-15,,37.83
2011-08-16,,38.08
2011-08-17,,38.57
2011-08-18,,37.6
2011-08-19,,37.13
2011-08-22,,37.84
2011-08-23,,38.27
2011-08-24,,38.51
2011-08-25,,37.98
2011-08-26,,37.8
2011-08-29,,38.04
2011-08-30,,38.07
2011-08-31,,39.0
2011-09-01,,39.75
2011-09-02,,39.08
2011-09-05,,38.13
2011-09-06,,38.02
2011-09-07,,38.77
2011-09-08,,38.91
2011-09-09,,38.64
2011-09-12,,37.7
2011-09-13,,37.78
2011-09-14,,38.03
2011-09-15,,38.26
2011-09-16,,38.43
2011-09-19,,38.15
2011-09-20,,38.75
2011-09-21,,38.42
2011-09-22,,37.57
2011-09-23,,37.68
2011-09-26,,38.28
2011-09-27,,39.17
2011-09-28,,39.16
2011-09-29,,39.55
2011-09-30,,39.37
2011-10-03,,39.36
2011-10-04,,38.57
2011-10-05,,38.93
2011-10-06,,39.14
2011-10-07,,39.52
2011-10-10,,39.75
2011-10-11,,39.68
2011-10-12,,39.63
2011-10-13,,39.26
2011-10-14,,39.44
2011-10-17,,39.21
2011-10-18,,39.17
2011-10-19,,39.18
2011-10-20,,39.43
2011-10-21,,39.86
2011-10-24,,39.88
