,JPNK FP Equity_DX_SI_QTY,JPNK FP Equity_DX_SHORT_INTEREST_VALUE,JPNK FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,JPNK FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,JPNK FP Equity_DX_SI_MV,JPNK FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,JPNK FP Equity_DX_SUPPLY_SI_QTY,JPNK FP Equity_DX_BROKER_SI_QTY,JPNK FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,JPNK FP Equity_DX_BROKER_SI_MV_NEW_x,JPNK FP Equity_DX_BROKER_SI_MV_INC_x,JPNK FP Equity_DX_BROKER_SI_QTY_ADD,JPNK FP Equity_DX_BROKER_SI_QTY_NEW,JPNK FP Equity_DX_BROKER_SI_QTY_INC,JPNK FP Equity_DX_BROKER_SI_MV_NEW_y,JPNK FP Equity_DX_BROKER_SI_MV_INC_y,JPNK FP Equity_DX_BROKER_SI_MV_ADD,JPNK FP Equity_DX_BROKER_SI_QTY_DEC,JPNK FP Equity_DX_SUPPLY_SI_MV,JPNK FP Equity_DX_BROKER_SI_MV_DEC,JPNK FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,JPNK FP Equity_DX_UTILIZATION_QUANTITY,JPNK FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,JPNK FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,JPNK FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,JPNK FP Equity_DX_ACTIVE_UTILIZATION_MV,JPNK FP Equity_DX_BROKER_SI_MARKET_SHARE_2,JPNK FP Equity_DX_BROKER_SI_CON_RATIO,JPNK FP Equity_DX_BROKER_SI_MARKET_SHARE_1,JPNK FP Equity_DX_DEMAND_SUPPLY_RATIO,JPNK FP Equity_PX_LAST
2017-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9132.24,0.01,0.0,,0.0,,0.0,117.08
2017-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9139.26,0.01,0.0,,0.0,,0.0,117.17
2017-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9156.42,0.01,0.0,,0.0,,0.0,117.39
2017-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9172.02,0.01,0.0,,0.0,,0.0,117.59
2017-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9103.38,0.01,0.0,,0.0,,0.0,116.71
2017-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9141.6,0.01,0.0,,0.0,,0.0,117.2
2017-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9147.06,0.01,0.0,,0.0,,0.0,117.27
2017-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9154.08,0.01,0.0,,0.0,,0.0,117.36
2017-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9152.52,0.01,0.0,,0.0,,0.0,117.34
2017-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9131.46,0.01,0.0,,0.0,,0.0,117.07
2017-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9237.54,0.01,0.0,,0.0,,0.0,118.43
2017-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9304.62,0.01,0.0,,0.0,,0.0,119.29
2017-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9319.44,0.01,0.0,,0.0,,0.0,119.48
2017-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9305.4,0.01,0.0,,0.0,,0.0,119.3
2017-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9290.58,0.01,0.0,,0.0,,0.0,119.11
2017-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9347.52,0.01,0.0,,0.0,,0.0,119.84
2017-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9370.92,0.01,0.0,,0.0,,0.0,120.14
2017-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9395.1,0.01,0.0,,0.0,,0.0,120.45
2017-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9409.92,0.01,0.0,,0.0,,0.0,120.64
2017-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9389.64,0.01,0.0,,0.0,,0.0,120.38
2017-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9415.38,0.01,0.0,,0.0,,0.0,120.71
2017-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9424.74,0.01,0.0,,0.0,,0.0,120.83
2017-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9430.98,0.01,0.0,,0.0,,0.0,120.91
2017-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9449.7,0.01,0.0,,0.0,,0.0,121.15
2017-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9547.98,0.01,0.0,,0.0,,0.0,122.41
2017-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9633.0,0.01,0.0,,0.0,,0.0,123.5
2017-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9648.6,0.01,0.0,,0.0,,0.0,123.7
2017-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9624.42,0.01,0.0,,0.0,,0.0,123.39
2017-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9549.54,0.01,0.0,,0.0,,0.0,122.43
2017-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9601.8,0.01,0.0,,0.0,,0.0,123.1
2017-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9699.3,0.01,0.0,,0.0,,0.0,124.35
2017-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9732.84,0.01,0.0,,0.0,,0.0,124.78
2017-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9641.58,0.01,0.0,,0.0,,0.0,123.61
2017-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9787.44,0.01,0.0,,0.0,,0.0,125.48
2017-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9945.78,0.01,0.0,,0.0,,0.0,127.51
2017-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9906.78,0.01,0.0,,0.0,,0.0,127.01
2017-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9948.12,0.01,0.0,,0.0,,0.0,127.54
2017-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10037.82,0.01,0.0,,0.0,,0.0,128.69
2017-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9979.32,0.01,0.0,,0.0,,0.0,127.94
2017-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10056.54,0.01,0.0,,0.0,,0.0,128.93
2017-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10057.32,0.01,0.0,,0.0,,0.0,128.94
2017-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10176.66,0.01,0.0,,0.0,,0.0,130.47
2017-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10258.56,0.01,0.0,,0.0,,0.0,131.52
2017-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10079.94,0.01,0.0,,0.0,,0.0,129.23
2017-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10022.22,0.01,0.0,,0.0,,0.0,128.49
2017-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9967.62,0.01,0.0,,0.0,,0.0,127.79
2017-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9846.72,0.01,0.0,,0.0,,0.0,126.24
2017-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9722.7,0.01,0.0,,0.0,,0.0,124.65
2017-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9884.16,0.01,0.0,,0.0,,0.0,126.72
2017-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9859.2,0.01,0.0,,0.0,,0.0,126.4
2017-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9944.22,0.01,0.0,,0.0,,0.0,127.49
2017-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10005.06,0.01,0.0,,0.0,,0.0,128.27
2017-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9966.06,0.01,0.0,,0.0,,0.0,127.77
2017-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9941.1,0.01,0.0,,0.0,,0.0,127.45
2017-11-24,10400.0,1323711.99,3.15,3.14,1.33,1323711.99,0.0,10400.0,0.0,,,10400.0,,,,,1.33,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.97,0.5,50.03,133.3333,127.28
2017-11-27,10400.0,1323088.01,3.15,3.14,1.32,1323088.01,0.0,10400.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,133.3333,127.22
2017-11-28,10400.0,1326935.96,3.14,3.14,1.32,1326935.96,0.0,10400.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,133.3333,127.59
2017-11-29,10400.0,1330055.99,3.32,3.14,1.33,1330055.99,0.0,10400.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,133.3333,127.89
2017-11-30,10400.0,1329120.03,3.32,3.14,1.33,1329120.03,0.0,10400.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,133.3333,127.8
2017-12-01,10400.0,1317367.98,3.33,3.14,1.32,1317367.98,0.0,10400.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.78,0.5,50.22,133.3333,126.67
2017-12-04,10400.0,1319344.01,3.33,3.14,1.32,1319344.01,0.0,10400.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,133.3333,126.86
2017-12-05,10400.0,1327248.03,3.42,3.14,1.32,1327248.03,0.0,10400.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,133.3333,127.62
2017-12-06,10400.0,1323607.97,3.37,3.14,1.33,1323607.97,0.0,10400.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,133.3333,127.27
2017-12-07,10400.0,1331511.99,3.37,2.88,1.32,1331511.99,0.0,10400.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,133.3333,128.03
2017-12-08,10400.0,1335152.05,6.56,2.88,1.33,1335152.05,0.0,10400.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.93,0.5,50.07,133.3333,128.38
2017-12-11,10400.0,1336504.0,4.02,2.88,1.33,1336504.0,0.0,10400.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,133.3333,128.51
2017-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,10400.0,0.0,1.34,0.0,0.0,78.0,10129.08,0.01,0.0,,0.0,,0.0,129.86
2017-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10109.58,0.01,0.0,,0.0,,0.0,129.61
2017-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10069.02,0.01,0.0,,0.0,,0.0,129.09
2017-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10066.68,0.01,0.0,,0.0,,0.0,129.06
2017-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10160.28,0.01,0.0,,0.0,,0.0,130.26
2017-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10051.86,0.01,0.0,,0.0,,0.0,128.87
2017-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10011.3,0.01,0.0,,0.0,,0.0,128.35
2017-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10046.4,0.01,0.0,,0.0,,0.0,128.8
2017-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10071.36,0.01,0.0,,0.0,,0.0,129.12
2017-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10071.36,0.01,0.0,,0.0,,0.0,
2017-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10071.36,0.01,0.0,,0.0,,0.0,
2017-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10074.48,0.01,0.0,,0.0,,0.0,129.16
2017-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9980.1,0.01,0.0,,0.0,,0.0,127.95
2017-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9951.24,0.01,0.0,,0.0,,0.0,127.58
2018-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9951.24,0.01,0.0,,0.0,,0.0,
2018-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9948.9,0.01,0.0,,0.0,,0.0,127.55
2018-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10108.02,0.01,0.0,,0.0,,0.0,129.59
2018-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10214.1,0.01,0.0,,0.0,,0.0,130.95
2018-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10249.98,0.01,0.0,,0.0,,0.0,131.41
2018-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10373.22,0.01,0.0,,0.0,,0.0,132.99
2018-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10420.8,0.01,0.0,,0.0,,0.0,133.6
2018-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10440.3,0.01,0.0,,0.0,,0.0,133.85
2018-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10376.34,0.01,0.0,,0.0,,0.0,133.03
2018-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10383.36,0.01,0.0,,0.0,,0.0,133.12
2018-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10290.54,0.01,0.0,,0.0,,0.0,131.93
2018-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10349.82,0.01,0.0,,0.0,,0.0,132.69
2018-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10368.54,0.01,0.0,,0.0,,0.0,132.93
2018-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10278.84,0.01,0.0,,0.0,,0.0,131.78
2018-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10357.62,0.01,0.0,,0.0,,0.0,132.79
2018-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10358.4,0.01,0.0,,0.0,,0.0,132.8
2018-01-23,3800.0,508326.0,1.71,1.05,0.51,508326.0,0.0,3800.0,0.0,,,3800.0,,,,,0.51,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,48.7179,133.77
2018-01-24,3800.0,503424.0,1.71,0.97,0.51,503424.0,0.0,3800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,48.7179,132.48
2018-01-25,3800.0,498370.0,3.09,0.97,0.5,498370.0,0.0,3800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,48.7179,131.15
2018-01-26,3800.0,502968.0,2.15,0.97,0.5,502968.0,0.0,3800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.77,0.5,50.23,48.7179,132.36
2018-01-29,3800.0,502588.0,2.16,0.97,0.5,502588.0,0.0,3800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,48.7179,132.26
2018-01-30,3800.0,494798.0,2.2,0.97,0.5,494798.0,0.0,3800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,48.7179,130.21
2018-01-31,3800.0,490010.0,2.12,0.97,0.49,490010.0,0.0,3800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,48.7179,128.95
2018-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,3800.0,0.0,0.49,0.0,0.0,78.0,10081.5,0.01,0.0,,0.0,,0.0,129.25
2018-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10023.0,0.01,0.0,,0.0,,0.0,128.5
2018-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9799.14,0.01,0.0,,0.0,,0.0,125.63
2018-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9604.92,0.01,0.0,,0.0,,0.0,123.14
2018-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9855.3,0.01,0.0,,0.0,,0.0,126.35
2018-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9657.18,0.01,0.0,,0.0,,0.0,123.81
2018-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9544.08,0.01,0.0,,0.0,,0.0,122.36
2018-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9676.68,0.01,0.0,,0.0,,0.0,124.06
2018-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9526.14,0.01,0.0,,0.0,,0.0,122.13
2018-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9513.66,0.01,0.0,,0.0,,0.0,121.97
2018-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9599.46,0.01,0.0,,0.0,,0.0,123.07
2018-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9824.88,0.01,0.0,,0.0,,0.0,125.96
2018-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9867.0,0.01,0.0,,0.0,,0.0,126.5
2018-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9888.06,0.01,0.0,,0.0,,0.0,126.77
2018-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9855.3,0.01,0.0,,0.0,,0.0,126.35
2018-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9830.34,0.01,0.0,,0.0,,0.0,126.03
2018-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9906.78,0.01,0.0,,0.0,,0.0,127.01
2018-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10018.32,0.01,0.0,,0.0,,0.0,128.44
2018-02-27,4400.0,566060.0,1.57,0.66,0.57,566060.0,0.0,4400.0,0.0,,,4400.0,,,,,0.57,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,56.4103,128.65
2018-02-28,4400.0,562892.0,1.61,0.63,0.57,562892.0,0.0,4400.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,56.4103,127.93
2018-03-01,4400.0,551980.0,1.61,0.63,0.57,551980.0,0.0,4400.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,56.4103,125.45
2018-03-02,4400.0,539132.0,1.61,0.63,0.55,539132.0,0.0,4400.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,56.4103,122.53
2018-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,4400.0,0.0,0.55,0.0,0.0,78.0,9675.12,0.01,0.0,,0.0,,0.0,124.04
2018-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9709.44,0.01,0.0,,0.0,,0.0,124.48
2018-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9645.48,0.01,0.0,,0.0,,0.0,123.66
2018-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9755.46,0.01,0.0,,0.0,,0.0,125.07
2018-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9759.36,0.01,0.0,,0.0,,0.0,125.12
2018-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9818.64,0.01,0.0,,0.0,,0.0,125.88
2018-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9763.26,0.01,0.0,,0.0,,0.0,125.17
2018-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9768.72,0.01,0.0,,0.0,,0.0,125.24
