,ALGEV FP Equity_DX_SI_QTY,ALGEV FP Equity_DX_SHORT_INTEREST_VALUE,ALGEV FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALGEV FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALGEV FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALGEV FP Equity_DX_SI_MV,ALGEV FP Equity_DX_DSS,ALGEV FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALGEV FP Equity_DX_SUPPLY_SI_QTY,ALGEV FP Equity_DX_BROKER_SI_QTY,ALGEV FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALGEV FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALGEV FP Equity_DX_BROKER_SI_MV_INC_x,ALGEV FP Equity_DX_BROKER_SI_QTY_ADD,ALGEV FP Equity_DX_SUPPLY_SI_MV_DEC,ALGEV FP Equity_DX_BROKER_SI_QTY_INC,ALGEV FP Equity_DX_SUPPLY_SI_QTY_DEC,ALGEV FP Equity_DX_BROKER_SI_MV_INC_y,ALGEV FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALGEV FP Equity_DX_BROKER_SI_MV_ADD,ALGEV FP Equity_DX_SUPPLY_SI_QTY_ADD,ALGEV FP Equity_DX_BROKER_SI_QTY_DEC,ALGEV FP Equity_DX_SUPPLY_SI_MV,ALGEV FP Equity_DX_BROKER_SI_MV_DEC,ALGEV FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALGEV FP Equity_DX_UTILIZATION_QUANTITY,ALGEV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALGEV FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALGEV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALGEV FP Equity_DX_ACTIVE_UTILIZATION_MV,ALGEV FP Equity_DX_BROKER_SI_CON_RATIO,ALGEV FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALGEV FP Equity_DX_DEMAND_SUPPLY_RATIO,ALGEV FP Equity_PX_LAST
2010-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8033.0,298601.7,0.34,0.0,0.0,,0.0,43.49
2010-12-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8033.0,298670.36,0.35,0.0,0.0,,0.0,43.5
2010-12-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8033.0,298670.36,0.35,0.0,0.0,,0.0,
2010-12-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8033.0,288440.04,0.35,0.0,0.0,,0.0,42.01
2010-12-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8033.0,288440.04,0.34,0.0,0.0,,0.0,42.01
2010-12-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8033.0,288440.04,0.34,0.0,0.0,,0.0,42.01
2010-12-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8033.0,282878.59,0.34,0.0,0.0,,0.0,41.2
2010-12-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8033.0,278072.4,0.33,0.0,0.0,,0.0,40.5
2010-12-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8033.0,281848.69,0.33,0.0,0.0,,0.0,41.05
2010-12-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8033.0,283496.53,0.33,0.0,0.0,,0.0,41.29
2010-12-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8033.0,280475.49,0.33,0.0,0.0,,0.0,40.85
2010-12-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8033.0,274639.41,0.33,0.0,0.0,,0.0,40.0
2010-12-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8033.0,257543.1,0.32,0.0,0.0,,0.0,37.51
2010-12-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8033.0,259053.62,0.3,0.0,0.0,,0.0,37.73
2010-12-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8033.0,267773.42,0.3,0.0,0.0,,0.0,39.0
2010-12-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8033.0,256719.19,0.31,0.0,0.0,,0.0,37.39
2010-12-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8033.0,256650.53,0.3,0.0,0.0,,0.0,37.38
2010-12-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8033.0,257543.1,0.3,0.0,0.0,,0.0,37.51
2010-12-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8033.0,260838.78,0.3,0.0,0.0,,0.0,37.99
2010-12-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8033.0,268460.02,0.31,0.0,0.0,,0.0,39.1
2010-12-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,267801.63,0.31,0.0,0.0,,0.0,40.0
2010-12-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,267801.63,0.31,0.0,0.0,,0.0,40.0
2010-12-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,267801.63,0.31,0.0,0.0,,0.0,
2011-01-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,267801.63,0.31,0.0,0.0,,0.0,40.0
2011-01-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,267801.63,0.31,0.0,0.0,,0.0,40.0
2011-01-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,267801.63,0.31,0.0,0.0,,0.0,40.0
2011-01-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,261106.59,0.31,0.0,0.0,,0.0,39.0
2011-01-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,261106.59,0.31,0.0,0.0,,0.0,39.0
2011-01-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,267734.68,0.31,0.0,0.0,,0.0,39.99
2011-01-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,267801.63,0.31,0.0,0.0,,0.0,40.0
2011-01-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,274362.77,0.31,0.0,0.0,,0.0,40.98
2011-01-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,274496.67,0.32,0.0,0.0,,0.0,41.0
2011-01-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,281191.71,0.32,0.0,0.0,,0.0,42.0
2011-01-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,281191.71,0.33,0.0,0.0,,0.0,42.0
2011-01-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,281057.81,0.33,0.0,0.0,,0.0,41.98
2011-01-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,280856.96,0.33,0.0,0.0,,0.0,41.95
2011-01-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,287886.75,0.33,0.0,0.0,,0.0,43.0
2011-01-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,291234.27,0.34,0.0,0.0,,0.0,43.5
2011-01-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,294581.79,0.34,0.0,0.0,,0.0,44.0
2011-01-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,294581.79,0.34,0.0,0.0,,0.0,44.0
2011-01-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,300674.28,0.34,0.0,0.0,,0.0,44.91
2011-01-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,300674.28,0.35,0.0,0.0,,0.0,
2011-01-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,301276.83,0.35,0.0,0.0,,0.0,45.0
2011-01-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,298598.81,0.35,0.0,0.0,,0.0,44.6
2011-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,294581.79,0.35,0.0,0.0,,0.0,44.0
2011-02-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,295318.24,0.34,0.0,0.0,,0.0,44.11
2011-02-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,295318.24,0.35,0.0,0.0,,0.0,
2011-02-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,301276.83,0.35,0.0,0.0,,0.0,45.0
2011-02-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,307302.37,0.35,0.0,0.0,,0.0,45.9
2011-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,334752.03,0.36,0.0,0.0,,0.0,50.0
2011-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,334752.03,0.39,0.0,0.0,,0.0,50.0
2011-02-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,348142.12,0.39,0.0,0.0,,0.0,52.0
2011-02-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,368227.24,0.41,0.0,0.0,,0.0,55.0
2011-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,374922.28,0.43,0.0,0.0,,0.0,56.0
2011-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,374922.28,0.44,0.0,0.0,,0.0,56.0
2011-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,381617.32,0.44,0.0,0.0,,0.0,57.0
2011-02-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,380947.82,0.45,0.0,0.0,,0.0,56.9
2011-02-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,381617.32,0.45,0.0,0.0,,0.0,57.0
2011-02-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,381617.32,0.45,0.0,0.0,,0.0,
2011-02-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,343455.59,0.45,0.0,0.0,,0.0,51.3
2011-02-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,323504.37,0.4,0.0,0.0,,0.0,48.32
2011-02-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,368829.79,0.38,0.0,0.0,,0.0,55.09
2011-02-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,368896.74,0.43,0.0,0.0,,0.0,55.1
2011-02-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,368896.74,0.43,0.0,0.0,,0.0,55.1
2011-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,343455.59,0.43,0.0,0.0,,0.0,51.3
2011-03-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,361532.2,0.4,0.0,0.0,,0.0,54.0
2011-03-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,368227.24,0.42,0.0,0.0,,0.0,55.0
2011-03-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,369901.0,0.43,0.0,0.0,,0.0,55.25
2011-03-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,374922.28,0.43,0.0,0.0,,0.0,56.0
2011-03-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,381617.32,0.44,0.0,0.0,,0.0,57.0
2011-03-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,395007.4,0.45,0.0,0.0,,0.0,59.0
2011-03-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,407727.98,0.46,0.0,0.0,,0.0,60.9
2011-03-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,407058.47,0.48,0.0,0.0,,0.0,60.8
2011-03-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,401702.44,0.48,0.0,0.0,,0.0,60.0
2011-03-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,361532.2,0.47,0.0,0.0,,0.0,54.0
2011-03-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,348142.12,0.42,0.0,0.0,,0.0,52.0
2011-03-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,348142.12,0.41,0.0,0.0,,0.0,
2011-03-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,348142.12,0.41,0.0,0.0,,0.0,
2011-03-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,364879.72,0.41,0.0,0.0,,0.0,54.5
2011-03-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,398354.92,0.43,0.0,0.0,,0.0,59.5
2011-03-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,401769.39,0.47,0.0,0.0,,0.0,60.01
2011-03-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,405049.96,0.47,0.0,0.0,,0.0,60.5
2011-03-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,405049.96,0.47,0.0,0.0,,0.0,
2011-03-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,398354.92,0.47,0.0,0.0,,0.0,59.5
2011-03-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,398354.92,0.47,0.0,0.0,,0.0,59.5
2011-03-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,405049.96,0.47,0.0,0.0,,0.0,60.5
2011-03-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,403710.95,0.47,0.0,0.0,,0.0,60.3
2011-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,403710.95,0.47,0.0,0.0,,0.0,60.3
2011-04-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,403041.45,0.47,0.0,0.0,,0.0,60.2
2011-04-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,401702.44,0.47,0.0,0.0,,0.0,60.0
2011-04-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,384964.84,0.47,0.0,0.0,,0.0,57.5
2011-04-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,400363.43,0.45,0.0,0.0,,0.0,59.8
2011-04-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,398354.92,0.47,0.0,0.0,,0.0,59.5
2011-04-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,358586.38,0.47,0.0,0.0,,0.0,53.56
2011-04-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,381617.32,0.42,0.0,0.0,,0.0,57.0
2011-04-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,381617.32,0.45,0.0,0.0,,0.0,57.0
2011-04-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,381617.32,0.45,0.0,0.0,,0.0,57.0
2011-04-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,381617.32,0.45,0.0,0.0,,0.0,
2011-04-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,380947.82,0.45,0.0,0.0,,0.0,56.9
2011-04-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,388312.36,0.45,0.0,0.0,,0.0,58.0
2011-04-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,393668.39,0.45,0.0,0.0,,0.0,58.8
2011-04-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,372579.01,0.46,0.0,0.0,,0.0,55.65
2011-04-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,372579.01,0.44,0.0,0.0,,0.0,
2011-04-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,372579.01,0.44,0.0,0.0,,0.0,
2011-04-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,388312.36,0.44,0.0,0.0,,0.0,58.0
2011-04-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,388312.36,0.45,0.0,0.0,,0.0,58.0
2011-04-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,394337.9,0.45,0.0,0.0,,0.0,58.9
2011-04-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,397685.42,0.46,0.0,0.0,,0.0,59.4
2011-05-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,411075.5,0.47,0.0,0.0,,0.0,61.4
2011-05-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,415092.52,0.48,0.0,0.0,,0.0,62.0
2011-05-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,415092.52,0.49,0.0,0.0,,0.0,62.0
2011-05-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,415092.52,0.49,0.0,0.0,,0.0,62.0
2011-05-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,413753.51,0.49,0.0,0.0,,0.0,61.8
2011-05-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,413753.51,0.48,0.0,0.0,,0.0,
2011-05-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,405049.96,0.48,0.0,0.0,,0.0,60.5
2011-05-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,398354.92,0.47,0.0,0.0,,0.0,59.5
2011-05-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,405049.96,0.47,0.0,0.0,,0.0,60.5
2011-05-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,405049.96,0.47,0.0,0.0,,0.0,60.5
2011-05-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,398354.92,0.47,0.0,0.0,,0.0,59.5
2011-05-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,398354.92,0.47,0.0,0.0,,0.0,59.5
2011-05-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,408397.48,0.47,0.0,0.0,,0.0,61.0
2011-05-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,408397.48,0.48,0.0,0.0,,0.0,61.0
2011-05-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,408397.48,0.48,0.0,0.0,,0.0,61.0
2011-05-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,408397.48,0.48,0.0,0.0,,0.0,61.0
2011-05-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,408397.48,0.48,0.0,0.0,,0.0,61.0
2011-05-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7833.0,408397.48,0.48,0.0,0.0,,0.0,
