,PDJE FP Equity_DX_SI_QTY,PDJE FP Equity_DX_SHORT_INTEREST_VALUE,PDJE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,PDJE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,PDJE FP Equity_DX_SI_MV,PDJE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,PDJE FP Equity_DX_SUPPLY_SI_QTY,PDJE FP Equity_DX_BROKER_SI_QTY,PDJE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,PDJE FP Equity_DX_BROKER_SI_QTY_ADD,PDJE FP Equity_DX_SUPPLY_SI_MV_DEC,PDJE FP Equity_DX_SUPPLY_SI_QTY_DEC,PDJE FP Equity_DX_BROKER_SI_MV_ADD,PDJE FP Equity_DX_SUPPLY_SI_QTY_ADD,PDJE FP Equity_DX_BROKER_SI_QTY_DEC,PDJE FP Equity_DX_SUPPLY_SI_MV,PDJE FP Equity_DX_BROKER_SI_MV_DEC,PDJE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,PDJE FP Equity_DX_UTILIZATION_QUANTITY,PDJE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,PDJE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,PDJE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,PDJE FP Equity_DX_ACTIVE_UTILIZATION_MV,PDJE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,PDJE FP Equity_DX_BROKER_SI_CON_RATIO,PDJE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,PDJE FP Equity_DX_DEMAND_SUPPLY_RATIO,PDJE FP Equity_PX_LAST
2015-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.82
2015-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.78
2015-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5
2015-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.48
2015-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.47
2015-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8
2015-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.85
2015-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.63
2015-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.58
2015-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.77
2015-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.77
2015-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9
2015-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.15
2015-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.21
2015-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.04
2015-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.17
2015-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.03
2015-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.77
2015-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.97
2015-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9
2015-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.95
2015-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9
2015-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.84
2015-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.84
2015-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7
2015-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.49
2015-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.37
2015-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.49
2015-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.34
2015-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.12
2015-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.22
2015-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.48
2015-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.56
2015-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.39
2015-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.25
2015-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.35
2015-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.28
2015-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.42
2015-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7
2015-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.76
2015-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.71
2015-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.77
2015-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.83
2015-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89
2015-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.85
2015-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.67
2015-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.78
2015-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.44
2015-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.43
2015-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.29
2015-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4
2015-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.24
2015-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.16
2015-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.28
2015-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4
2015-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.26
2015-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.18
2015-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.27
2015-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3
2015-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.27
2015-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.32
2015-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.31
2015-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.52
2015-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5
2015-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.42
2015-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.45
2015-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.22
2015-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.19
2015-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.37
2015-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.34
2015-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.32
2015-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.34
2015-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.32
2015-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.27
2015-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.37
2015-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.29
2015-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6
2015-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.67
2015-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.77
2015-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.87
2015-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89
2015-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.94
2015-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.69
2015-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.67
2015-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.55
2015-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.45
2015-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.11
2015-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.24
2015-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.44
2015-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.54
2015-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.43
2015-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.44
2015-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.39
2015-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.56
2015-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.35
2015-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.22
2015-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.38
2015-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.14
2015-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.83
2015-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.05
2015-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.11
2015-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.22
2015-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.29
2015-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.08
2015-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8
2015-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.31
2015-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.55
2015-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.92
2015-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.66
2015-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.31
2015-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.46
2015-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.37
2015-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.07
2015-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.07
2015-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.43
2015-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.14
2015-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.16
2015-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.25
2015-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4
2015-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.11
2015-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.05
2015-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.11
2015-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.28
2015-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.38
2015-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.42
2015-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.15
2015-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.37
2015-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.21
2015-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.21
2015-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.94
2015-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.27
2015-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.01
2015-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.93
2015-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.22
2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.11
2015-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.05
2015-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.45
2015-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.51
2015-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.51
2015-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.59
2015-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.59
2015-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.63
2015-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.63
2015-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.43
2015-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.51
2015-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.69
2015-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.73
2015-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.73
2015-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.76
2015-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.08
2015-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.39
2015-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.38
2015-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.35
2015-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4
2015-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.58
2015-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.52
2015-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.51
2015-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.71
2015-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8
2015-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.76
2015-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.92
2015-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8
2015-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9
2015-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.87
2015-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.69
2015-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.56
2015-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.56
2015-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.88
2015-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.92
2015-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.87
2015-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.1
2015-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.12
2015-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.04
2015-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.12
2015-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.17
2015-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.14
2015-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.14
2015-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.12
2015-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2
2015-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.64
2015-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7
2015-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.71
2015-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.61
2015-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.52
2015-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.52
2015-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.26
2015-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.08
2015-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.53
2015-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.49
2015-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.69
2015-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.41
2015-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.18
2015-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.26
2015-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.57
2015-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.51
2015-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.36
2015-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.67
2015-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.64
2015-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.59
2016-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.26
2016-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.43
2016-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.29
2016-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.98
2016-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.69
2016-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.62
2016-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.74
2016-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.79
2016-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.62
2016-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.31
2016-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.37
2016-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.44
2016-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.08
2016-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.37
2016-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.47
2016-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.44
2016-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5
2016-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5
2016-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.27
2016-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.68
2016-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7
2016-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.56
2016-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.27
2016-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.31
2016-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.28
2016-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.95
2016-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.91
2016-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.05
2016-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.52
2016-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.97
2016-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.23
2016-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.19
2016-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.44
2016-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5
2016-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.44
2016-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.71
2016-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.59
2016-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4
2016-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.64
2016-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9
2016-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.99
2016-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.03
2016-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.15
2016-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.99
2016-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.05
2016-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1
2016-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0
2016-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.06
2016-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.75
2016-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.03
2016-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.11
2016-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.09
2016-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.17
2016-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.04
2016-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.18
2016-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.24
2016-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.29
2016-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.31
2016-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.19
2016-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.22
2016-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.22
2016-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.16
2016-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.19
2016-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2
2016-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1
2016-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.12
2016-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.04
2016-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.06
2016-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.04
2016-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.15
2016-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.41
2016-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.48
2016-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.43
2016-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.42
2016-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.43
2016-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.52
2016-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.53
2016-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.53
2016-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.44
2016-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.44
2016-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.46
2016-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.48
2016-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.06
2016-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.12
2016-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.99
2016-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0
2016-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.12
2016-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.08
2016-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.13
2016-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3
2016-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2
2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.14
2016-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.31
2016-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.22
2016-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.19
2016-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.21
2016-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.13
2016-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3
2016-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.26
2016-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.46
2016-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.58
2016-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.53
2016-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.62
2016-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.65
2016-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.57
2016-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.48
2016-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.51
2016-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3
2016-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.38
2016-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.46
2016-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4
2016-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.44
2016-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.48
2016-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4
2016-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.36
2016-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.37
2016-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.39
2016-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.31
2016-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.44
2016-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.44
2016-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.44
2016-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.42
2016-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4
2016-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.23
2016-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.28
2016-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.47
2016-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.62
2016-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.69
2016-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.69
2016-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.67
2016-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.66
2016-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.76
2016-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.92
2016-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.05
2016-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.09
2016-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.03
2016-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.17
2016-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.22
2016-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.22
2016-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.31
2016-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.39
2016-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.35
2016-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.36
2016-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.32
2016-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.25
2016-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.29
2016-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.09
