,ATLD FP Equity_DX_SI_QTY,ATLD FP Equity_DX_SHORT_INTEREST_VALUE,ATLD FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ATLD FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ATLD FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ATLD FP Equity_DX_SI_MV,ATLD FP Equity_DX_DSS,ATLD FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ATLD FP Equity_DX_SUPPLY_SI_QTY,ATLD FP Equity_DX_BROKER_SI_QTY,ATLD FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ATLD FP Equity_DX_SUPPLY_SI_QTY_INC_x,ATLD FP Equity_DX_BROKER_SI_QTY_ADD,ATLD FP Equity_DX_SUPPLY_SI_MV_DEC,ATLD FP Equity_DX_SUPPLY_SI_QTY_DEC,ATLD FP Equity_DX_SUPPLY_SI_QTY_INC_y,ATLD FP Equity_DX_BROKER_SI_MV_ADD,ATLD FP Equity_DX_BROKER_SI_QTY_DEC,ATLD FP Equity_DX_SUPPLY_SI_MV,ATLD FP Equity_DX_BROKER_SI_MV_DEC,ATLD FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ATLD FP Equity_DX_UTILIZATION_QUANTITY,ATLD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ATLD FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ATLD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ATLD FP Equity_DX_ACTIVE_UTILIZATION_MV,ATLD FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ATLD FP Equity_DX_BROKER_SI_CON_RATIO,ATLD FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ATLD FP Equity_DX_DEMAND_SUPPLY_RATIO,ATLD FP Equity_PX_LAST
1992-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1612
1992-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1612
1992-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1612
1992-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.3688
1992-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.4788
1992-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7529
1992-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.8382
1992-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.2102
1992-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.6857
1992-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.6186
1992-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.6857
1992-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.399
1992-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.4661
1992-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.9906
1992-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.6857
1992-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.6857
1992-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.6857
1992-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.9906
1992-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.2102
1992-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.1401
1992-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.497
1992-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.1067
1992-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0214
1992-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.4788
1993-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.4788
1993-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.497
1993-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.497
1993-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7347
1993-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.9725
1993-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.448
1993-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.448
1993-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.3412
1993-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.2193
1993-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.2193
1993-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.2193
1993-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.2193
1993-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.2193
1993-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1612
1993-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.3137
1993-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.3137
1993-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1612
1993-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0088
1993-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1612
1993-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1612
1993-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1612
1993-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.2193
1993-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.6857
1993-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1612
1993-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1612
1993-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.1123
1993-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1612
1993-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.2193
1993-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1612
1993-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1612
1993-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.2193
1993-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.6857
1993-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.6857
1993-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.6857
1993-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.9235
1993-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1612
1993-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.9235
1993-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.9235
1993-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.9235
1993-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9416
1993-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.9235
1993-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.771
1993-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.6186
1993-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.6186
1993-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6367
1993-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.6549
1993-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.4843
1993-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6367
1993-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8349
1993-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0941
1993-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9416
1993-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6367
1993-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9416
1993-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6367
1993-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6919
1993-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.4386
1993-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6367
1993-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6367
1993-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.4934
1993-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.4265
1993-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.8745
1993-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.8534
1993-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0668
1993-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.8745
1993-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0422
1993-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5025
1993-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.5696
1993-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.8745
1993-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8044
1993-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8044
1993-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0422
1993-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0422
1993-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0422
1993-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.5696
1993-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.1123
1993-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0269
1993-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.4843
1993-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0269
1993-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0269
1993-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0269
1993-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6367
1993-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6367
1993-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6367
1993-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6367
1993-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6367
1993-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6367
1993-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6367
1993-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6367
1993-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.2647
1993-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6367
1993-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.2647
1993-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.8745
1993-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6367
1993-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.1123
1993-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.1123
1993-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6367
1993-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.6549
1993-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.8745
1993-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.8745
1993-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6215
1993-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.6549
1993-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.8745
1993-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6367
1993-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.35
1993-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.1732
1993-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.1732
1993-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.1123
1993-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.2066
1993-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.8255
1993-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.8255
1993-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.35
1993-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.2647
1993-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.448
1993-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0578
1993-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0578
1993-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0578
1993-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0578
1993-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.8872
1993-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.2102
1993-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.2102
1993-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.2102
1993-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.2102
1993-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.8872
1993-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.8872
1993-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.2592
1993-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.2592
1993-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.2592
1994-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.8018
1994-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.8018
1994-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0214
1994-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0704
1994-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.7837
1994-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.3572
1994-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.3572
1994-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.1194
1994-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.2719
1994-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.5767
1994-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.5767
1994-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.8816
1994-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.6439
1994-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.4243
1994-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.2719
1994-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.845
1994-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.2719
1994-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5949
1994-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3082
1994-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6131
1994-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6131
1994-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5278
1994-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5278
1994-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5278
1994-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.1041
1994-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.1194
1994-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.967
1994-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.8145
1994-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0704
1994-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5096
1994-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.6621
1994-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.8327
1994-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.2229
1994-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.2229
1994-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5949
1994-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0704
1994-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.1006
1994-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.497
1994-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3082
1994-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3082
1994-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3082
1994-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.7928
1994-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.497
1994-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.497
1994-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.497
1994-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.7928
1994-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.497
1994-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.7928
1994-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.5459
1994-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.9543
1994-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.869
1994-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0214
1994-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.869
1994-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.869
1994-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.869
1994-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0214
1994-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.3935
1994-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.6403
1994-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.6403
1994-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.6403
1994-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0214
1994-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0214
1994-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0214
1994-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.869
1994-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.2592
1994-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.6552
1994-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7347
1994-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.8018
1994-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7347
1994-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.8018
1994-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.2589
1994-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.2102
1994-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.6494
1994-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.497
1994-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.497
1994-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7347
1994-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5823
1994-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7347
1994-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.8018
1994-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.497
1994-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.8018
1994-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.3445
1995-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.832
1995-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7347
1995-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.497
1995-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.375
1995-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7347
