,INS FP Equity_DX_DSS,INS FP Equity_PX_LAST
2015-04-15,,34.785
2015-04-16,,34.43
2015-04-17,,33.73
2015-04-20,,34.0
2015-04-21,,33.92
2015-04-22,,33.755
2015-04-23,,33.435
2015-04-24,,33.06
2015-04-27,,33.355
2015-04-28,,32.67
2015-04-29,,32.285
2015-04-30,,32.36
2015-05-04,,32.365
2015-05-05,,31.86
2015-05-06,,31.915
2015-05-07,,32.215
2015-05-08,,32.97
2015-05-11,,33.08
2015-05-12,,32.585
2015-05-13,,32.55
2015-05-14,,33.01
2015-05-15,,32.86
2015-05-18,,32.955
2015-05-19,,33.725
2015-05-20,,33.745
2015-05-21,,33.935
2015-05-22,,33.9
2015-05-26,,33.585
2015-05-27,,33.795
2015-05-28,,33.415
2015-05-29,,32.775
2015-06-01,,32.625
2015-06-02,,32.455
2015-06-03,,32.455
2015-06-04,,32.295
2015-06-05,,32.025
2015-06-08,,31.655
2015-06-09,,31.515
2015-06-10,,31.98
2015-06-11,,32.355
2015-06-12,,32.075
2015-06-15,,31.505
2015-06-16,,31.695
2015-06-17,,31.575
2015-06-18,,31.735
2015-06-19,,31.745
2015-06-22,,32.5
2015-06-23,,32.79
2015-06-24,,32.64
2015-06-25,,32.62
2015-06-26,,32.735
2015-06-29,,31.82
2015-06-30,,31.355
2015-07-01,,32.105
2015-07-02,,31.955
2015-07-03,,31.86
2015-07-06,,31.365
2015-07-07,,30.84
2015-07-08,,30.98
2015-07-09,,31.815
2015-07-10,,32.61
2015-07-13,,33.345
2015-07-14,,33.525
2015-07-15,,33.76
2015-07-16,,34.24
2015-07-17,,34.32
2015-07-20,,34.345
2015-07-21,,33.935
2015-07-22,,33.89
2015-07-23,,33.725
2015-07-24,,33.365
2015-07-27,,32.625
2015-07-28,,33.085
2015-07-29,,33.155
2015-07-30,,33.395
2015-07-31,,33.185
2015-08-03,,33.44
2015-08-04,,33.665
2015-08-05,,33.985
2015-08-06,,33.925
2015-08-07,,33.595
2015-08-10,,33.925
2015-08-11,,33.66
2015-08-12,,32.785
2015-08-13,,33.065
2015-08-14,,32.95
2015-08-17,,33.0
2015-08-18,,33.14
2015-08-19,,32.68
2015-08-20,,31.93
2015-08-21,,30.875
2015-08-24,,29.275
2015-08-25,,30.56
2015-08-26,,30.12
2015-08-27,,30.825
2015-08-28,,30.855
2015-08-31,,30.725
2015-09-01,,29.9
2015-09-02,,30.055
2015-09-03,,30.7
2015-09-04,,29.91
2015-09-07,,30.095
2015-09-08,,30.64
2015-09-09,,31.15
2015-09-10,,30.85
2015-09-11,,30.51
2015-09-14,,30.39
2015-09-15,,30.685
2015-09-16,,30.955
2015-09-17,,30.88
2015-09-18,,30.135
2015-09-21,,30.37
2015-09-22,,29.505
2015-09-23,,29.55
2015-09-24,,29.03
2015-09-25,,29.9
2015-09-28,,29.29
2015-09-29,,28.95
2015-09-30,,29.77
2015-10-01,,29.62
2015-10-02,,29.815
2015-10-05,,30.72
2015-10-06,,30.855
2015-10-07,,31.065
2015-10-08,,31.23
2015-10-09,,31.175
2015-10-12,,31.155
2015-10-13,,30.64
2015-10-14,,30.355
2015-10-15,,30.795
2015-10-16,,31.275
2015-10-19,,31.385
2015-10-20,,31.28
2015-10-21,,31.34
2015-10-22,,32.035
2015-10-23,,32.64
2015-10-26,,32.625
2015-10-27,,32.42
2015-10-28,,32.725
2015-10-29,,32.835
2015-10-30,,32.915
2015-11-02,,33.08
2015-11-03,,33.28
2015-11-04,,33.345
2015-11-05,,33.145
2015-11-06,,33.24
2015-11-09,,33.105
2015-11-10,,33.085
2015-11-11,,33.58
2015-11-12,,33.095
2015-11-13,,32.785
2015-11-16,,32.89
2015-11-17,,33.665
2015-11-18,,33.635
2015-11-19,,33.79
2015-11-20,,33.975
2015-11-23,,33.975
2015-11-24,,33.565
2015-11-25,,34.435
2015-11-26,,34.54
2015-11-27,,34.515
2015-11-30,,34.605
2015-12-01,,34.61
2015-12-02,,34.465
2015-12-03,,33.365
2015-12-04,,33.515
2015-12-07,,33.835
2015-12-08,,33.43
2015-12-09,,33.3
2015-12-10,,33.075
2015-12-11,,32.395
2015-12-14,,31.815
2015-12-15,,32.635
2015-12-16,,32.7
2015-12-17,,33.225
2015-12-18,,32.965
2015-12-21,,32.72
2015-12-22,,32.59
2015-12-23,,33.28
2015-12-28,,33.075
2015-12-29,,33.61
2015-12-30,,33.44
2016-01-04,,32.015
2016-01-05,,32.235
2016-01-06,,31.92
2016-01-07,,31.055
2016-01-08,,30.65
2016-01-11,,30.7
2016-01-12,,31.1
2016-01-13,,31.34
2016-01-14,,30.8
2016-01-15,,30.035
2016-01-18,,29.885
2016-01-19,,30.32
2016-01-20,,28.985
2016-01-21,,29.22
2016-01-22,,29.87
2016-01-25,,29.595
2016-01-26,,29.64
2016-01-27,,29.74
2016-01-28,,29.295
2016-01-29,,30.08
2016-02-01,,29.795
2016-02-02,,28.94
2016-02-03,,28.265
2016-02-04,,28.29
2016-02-05,,27.735
2016-02-08,,26.855
2016-02-09,,26.14
2016-02-10,,26.965
2016-02-11,,25.495
2016-02-12,,26.285
2016-02-15,,27.09
2016-02-16,,26.93
2016-02-17,,27.875
2016-02-18,,28.005
2016-02-19,,27.67
2016-02-22,,28.1
2016-02-23,,27.605
2016-02-24,,26.96
2016-02-25,,27.485
2016-02-26,,28.04
2016-02-29,,28.155
2016-03-01,,28.79
2016-03-02,,29.24
2016-03-03,,29.22
2016-03-04,,29.2
2016-03-07,,29.055
2016-03-08,,28.88
2016-03-09,,29.065
2016-03-10,,28.525
2016-03-11,,29.715
2016-03-14,,29.76
2016-03-15,,29.455
2016-03-16,,29.74
2016-03-17,,29.755
2016-03-18,,29.805
2016-03-21,,29.73
2016-03-22,,29.545
2016-03-23,,29.4
2016-03-24,,28.76
2016-03-29,,29.02
2016-03-30,,29.165
2016-03-31,,29.03
2016-04-01,,28.45
2016-04-04,,28.465
2016-04-05,,27.835
2016-04-06,,28.085
2016-04-07,,27.695
2016-04-08,,28.11
2016-04-11,,28.4
2016-04-12,,28.85
2016-04-13,,29.905
2016-04-14,,29.95
2016-04-15,,29.745
2016-04-18,,29.765
2016-04-19,,30.21
2016-04-20,,30.56
2016-04-21,,30.515
2016-04-22,,30.505
2016-04-25,,30.235
2016-04-26,,30.27
2016-04-27,,29.93
2016-04-28,,29.98
2016-04-29,,29.26
2016-05-02,,29.565
2016-05-03,,29.115
2016-05-04,,28.89
2016-05-05,,28.785
2016-05-06,,28.695
2016-05-09,,28.89
2016-05-10,,29.055
2016-05-11,,28.835
2016-05-12,,28.625
2016-05-13,,28.685
2016-05-16,,28.66
2016-05-17,,28.785
2016-05-18,,29.155
2016-05-19,,29.04
2016-05-20,,29.43
2016-05-23,,29.275
2016-05-24,,30.41
2016-05-25,,30.815
2016-05-26,,30.835
2016-05-27,,30.935
2016-05-30,,30.99
2016-05-31,,30.765
2016-06-01,,30.42
2016-06-02,,30.285
2016-06-03,,29.755
2016-06-06,,29.85
2016-06-07,,29.985
2016-06-08,,29.755
2016-06-09,,29.365
2016-06-10,,28.415
2016-06-13,,27.62
2016-06-14,,27.16
2016-06-15,,27.305
2016-06-16,,27.125
2016-06-17,,27.645
2016-06-20,,28.875
2016-06-21,,29.22
2016-06-22,,29.545
2016-06-23,,30.09
2016-06-24,,26.67
2016-06-27,,24.865
2016-06-28,,25.68
2016-06-29,,26.635
2016-06-30,,26.74
2016-07-01,,26.975
2016-07-04,,26.59
2016-07-05,,25.575
2016-07-06,,24.755
2016-07-07,,24.99
2016-07-08,,25.625
2016-07-11,,26.06
2016-07-12,,26.83
2016-07-13,,26.655
2016-07-14,,27.09
2016-07-15,,26.795
2016-07-18,,26.97
2016-07-19,,26.725
2016-07-20,,27.09
2016-07-21,,26.9
2016-07-22,,26.76
2016-07-25,,26.93
2016-07-26,,26.86
2016-07-27,,27.265
2016-07-28,,26.755
2016-07-29,,27.18
2016-08-01,,26.995
2016-08-02,,26.765
2016-08-03,,26.69
2016-08-04,,27.03
2016-08-05,,27.38
2016-08-08,,27.79
2016-08-09,,28.105
2016-08-10,,28.28
2016-08-11,,28.39
2016-08-12,,28.24
2016-08-15,,28.27
2016-08-16,,27.91
2016-08-17,,27.57
2016-08-18,,27.77
2016-08-19,,27.3
2016-08-22,,27.36
2016-08-23,,27.865
2016-08-24,,27.845
2016-08-25,,27.495
2016-08-26,,27.55
2016-08-29,,27.48
2016-08-30,,27.89
2016-08-31,,28.165
2016-09-01,,28.37
2016-09-02,,28.875
2016-09-05,,28.9
2016-09-06,,28.785
2016-09-07,,28.94
2016-09-08,,29.085
2016-09-09,,29.1
2016-09-12,,28.635
2016-09-13,,28.065
2016-09-14,,27.97
2016-09-15,,28.36
2016-09-16,,27.93
2016-09-19,,28.29
2016-09-20,,28.29
2016-09-21,,28.775
2016-09-22,,29.255
2016-09-23,,29.08
2016-09-26,,28.39
2016-09-27,,28.17
2016-09-28,,28.44
2016-09-29,,28.36
2016-09-30,,28.365
2016-10-03,,28.31
2016-10-04,,28.505
2016-10-05,,28.835
2016-10-06,,28.79
2016-10-07,,28.665
2016-10-10,,28.905
2016-10-11,,28.725
2016-10-12,,28.99
2016-10-13,,28.31
2016-10-14,,28.72
2016-10-17,,28.5
2016-10-18,,28.97
2016-10-19,,29.05
2016-10-20,,29.155
2016-10-21,,29.17
2016-10-24,,29.485
2016-10-25,,29.51
2016-10-26,,29.47
2016-10-27,,29.455
2016-10-28,,29.25
2016-10-31,,29.13
2016-11-01,,28.96
2016-11-02,,28.385
2016-11-03,,28.67
2016-11-04,,28.155
2016-11-07,,28.835
2016-11-08,,28.995
2016-11-09,,29.875
2016-11-10,,30.77
2016-11-11,,30.68
2016-11-14,,31.005
2016-11-15,,30.96
2016-11-16,,30.795
2016-11-17,,30.93
2016-11-18,,30.755
2016-11-21,,30.665
2016-11-22,,31.22
2016-11-23,,31.055
2016-11-24,,31.145
2016-11-25,,31.065
2016-11-28,,30.695
2016-11-29,,30.93
2016-11-30,,31.0
2016-12-01,,30.975
2016-12-02,,30.89
2016-12-05,,31.305
2016-12-06,,31.79
2016-12-07,,32.525
2016-12-08,,32.775
2016-12-09,,32.64
2016-12-12,,32.34
2016-12-13,,32.485
2016-12-14,,32.38
2016-12-15,,32.64
2016-12-16,,32.73
2016-12-19,,32.46
2016-12-20,,32.78
2016-12-21,,32.67
2016-12-22,,32.62
2016-12-23,,32.72
2016-12-27,,32.72
2016-12-28,,32.66
2016-12-29,,32.56
2016-12-30,,32.6
2017-01-02,,32.975
2017-01-03,,33.26
2017-01-04,,33.375
2017-01-05,,33.13
2017-01-06,,33.155
2017-01-09,,32.81
2017-01-10,,32.67
2017-01-11,,32.685
2017-01-12,,32.315
2017-01-13,,32.745
2017-01-16,,32.23
2017-01-17,,32.21
2017-01-18,,32.0
2017-01-19,,32.145
2017-01-20,,32.04
2017-01-23,,31.865
2017-01-24,,32.115
2017-01-25,,32.915
2017-01-26,,33.095
2017-01-27,,32.925
2017-01-30,,32.45
2017-01-31,,32.145
2017-02-01,,32.545
2017-02-02,,32.305
2017-02-03,,32.775
2017-02-06,,32.395
2017-02-07,,32.5
2017-02-08,,32.375
2017-02-09,,32.75
2017-02-10,,32.755
2017-02-13,,33.06
2017-02-14,,33.115
2017-02-15,,33.11
2017-02-16,,32.83
2017-02-17,,32.785
2017-02-20,,32.98
2017-02-21,,33.17
2017-02-22,,33.2
2017-02-23,,33.115
2017-02-24,,32.795
2017-02-27,,32.6
2017-02-28,,32.62
2017-03-01,,33.15
2017-03-02,,33.165
2017-03-03,,33.35
2017-03-06,,33.21
2017-03-07,,33.135
2017-03-08,,33.18
2017-03-09,,33.475
2017-03-10,,33.27
2017-03-13,,33.525
2017-03-14,,33.355
2017-03-15,,33.56
2017-03-16,,33.82
2017-03-17,,33.8
2017-03-20,,33.83
2017-03-21,,33.775
2017-03-22,,33.415
2017-03-23,,33.625
2017-03-24,,33.465
2017-03-27,,33.35
2017-03-28,,33.57
2017-03-29,,33.575
2017-03-30,,33.805
2017-03-31,,33.85
2017-04-03,,33.505
2017-04-04,,33.585
2017-04-05,,33.51
2017-04-06,,33.59
2017-04-07,,33.54
2017-04-10,,33.54
2017-04-11,,33.56
2017-04-12,,33.605
2017-04-13,,33.53
2017-04-18,,33.175
2017-04-19,,33.245
2017-04-20,,33.465
2017-04-21,,33.63
2017-04-24,,34.49
2017-04-25,,34.49
2017-04-26,,34.58
2017-04-27,,34.405
2017-04-28,,34.375
2017-05-02,,34.625
2017-05-03,,34.77
2017-05-04,,35.22
2017-05-05,,35.395
2017-05-08,,35.305
2017-05-09,,35.45
2017-05-10,,35.435
2017-05-11,,35.145
2017-05-12,,35.045
2017-05-15,,35.15
2017-05-16,,35.055
2017-05-17,,34.45
2017-05-18,,34.515
2017-05-19,,34.705
2017-05-22,,34.63
2017-05-23,,34.68
2017-05-24,,34.735
2017-05-25,,34.675
2017-05-26,,34.505
2017-05-29,,34.67
2017-05-30,,34.53
2017-05-31,,34.55
2017-06-01,,34.8
2017-06-02,,34.84
2017-06-05,,34.725
2017-06-06,,34.275
2017-06-07,,34.45
2017-06-08,,34.635
2017-06-09,,34.885
2017-06-12,,34.805
2017-06-13,,34.98
2017-06-14,,34.93
2017-06-15,,34.86
2017-06-16,,35.21
2017-06-19,,35.505
2017-06-20,,35.41
2017-06-21,,35.145
2017-06-22,,34.98
2017-06-23,,34.885
2017-06-26,,35.025
2017-06-27,,34.695
2017-06-28,,34.81
2017-06-29,,34.68
2017-06-30,,34.605
2017-07-03,,35.22
2017-07-04,,35.25
2017-07-05,,35.295
2017-07-06,,35.43
2017-07-07,,35.51
2017-07-10,,35.715
2017-07-11,,35.415
2017-07-12,,35.655
2017-07-13,,36.015
2017-07-14,,35.885
2017-07-17,,35.84
2017-07-18,,35.405
2017-07-19,,35.655
2017-07-20,,35.5
2017-07-21,,35.275
2017-07-24,,35.185
2017-07-25,,35.65
2017-07-26,,35.805
2017-07-27,,35.9
2017-07-28,,35.595
2017-07-31,,35.74
2017-08-01,,36.05
2017-08-02,,36.185
2017-08-03,,36.105
2017-08-04,,36.32
2017-08-07,,36.36
2017-08-08,,36.395
2017-08-09,,35.915
2017-08-10,,35.545
2017-08-11,,35.045
2017-08-14,,35.38
2017-08-15,,35.46
2017-08-16,,35.66
2017-08-17,,35.395
2017-08-18,,35.3
2017-08-21,,35.09
2017-08-22,,35.24
2017-08-23,,35.05
2017-08-24,,35.245
2017-08-25,,35.185
2017-08-28,,34.87
2017-08-29,,34.39
2017-08-30,,34.565
2017-08-31,,34.74
2017-09-01,,34.945
2017-09-04,,34.605
2017-09-05,,34.25
2017-09-06,,34.18
2017-09-07,,33.99
2017-09-08,,34.155
2017-09-11,,34.87
2017-09-12,,35.14
2017-09-13,,35.13
2017-09-14,,35.15
2017-09-15,,34.905
2017-09-18,,35.035
2017-09-19,,35.005
2017-09-20,,34.935
2017-09-21,,35.14
2017-09-22,,35.17
2017-09-25,,35.035
2017-09-26,,34.89
2017-09-27,,35.3
2017-09-28,,35.54
2017-09-29,,35.825
2017-10-02,,35.975
2017-10-03,,35.92
2017-10-04,,35.81
2017-10-05,,35.96
2017-10-06,,36.04
2017-10-09,,36.115
2017-10-10,,36.055
2017-10-11,,36.08
2017-10-12,,36.17
2017-10-13,,36.2
2017-10-16,,36.165
2017-10-17,,36.04
2017-10-18,,36.175
2017-10-19,,36.145
2017-10-20,,36.515
2017-10-23,,36.435
2017-10-24,,36.415
2017-10-25,,36.275
2017-10-26,,36.965
2017-10-27,,36.92
2017-10-30,,36.84
2017-10-31,,36.945
2017-11-01,,37.205
2017-11-02,,37.1
2017-11-03,,36.88
2017-11-06,,36.855
2017-11-07,,36.785
2017-11-08,,36.755
2017-11-09,,36.655
2017-11-10,,36.65
2017-11-13,,36.36
2017-11-14,,36.135
2017-11-15,,36.05
2017-11-16,,36.26
2017-11-17,,36.345
2017-11-20,,36.29
2017-11-21,,36.565
2017-11-22,,36.305
2017-11-23,,36.195
2017-11-24,,36.24
2017-11-27,,36.08
2017-11-28,,36.21
2017-11-29,,36.665
2017-11-30,,36.42
2017-12-01,,36.07
2017-12-04,,36.485
2017-12-05,,36.265
2017-12-06,,36.2
2017-12-07,,36.17
2017-12-08,,36.31
2017-12-11,,36.255
2017-12-12,,36.385
2017-12-13,,36.39
2017-12-14,,36.425
2017-12-15,,36.51
2017-12-18,,36.99
2017-12-19,,36.72
2017-12-20,,36.38
2017-12-21,,36.495
2017-12-22,,36.41
2017-12-27,,36.395
2017-12-28,,36.32
2017-12-29,,36.225
2018-01-02,,36.245
2018-01-03,,36.19
2018-01-04,,36.53
2018-01-05,,36.875
2018-01-08,,36.94
2018-01-09,,37.265
2018-01-10,,37.53
2018-01-11,,37.6
2018-01-12,,37.81
2018-01-15,,37.73
2018-01-16,,37.765
2018-01-17,,38.005
2018-01-18,,38.27
2018-01-19,,38.405
2018-01-22,,38.415
2018-01-23,,38.245
2018-01-24,,38.33
2018-01-25,,38.105
2018-01-26,,38.115
2018-01-29,,38.165
2018-01-30,,37.76
2018-01-31,,37.63
2018-02-01,,37.685
2018-02-02,,37.48
2018-02-05,,36.99
2018-02-06,,35.69
2018-02-07,,36.545
2018-02-08,,36.09
2018-02-09,,35.62
2018-02-12,,35.99
2018-02-13,,35.795
2018-02-14,,36.05
2018-02-15,,36.29
2018-02-16,,36.495
2018-02-19,,36.46
2018-02-20,,36.825
2018-02-21,,36.905
2018-02-22,,36.805
2018-02-23,,36.855
2018-02-26,,37.015
2018-02-27,,37.12
2018-02-28,,36.965
2018-03-01,,36.66
2018-03-02,,35.67
2018-03-05,,35.66
2018-03-06,,35.75
2018-03-07,,35.91
2018-03-08,,36.24
2018-03-09,,36.355
2018-03-12,,36.435
2018-03-13,,35.93
2018-03-14,,36.06
2018-03-15,,36.635
2018-03-16,,36.655
2018-03-19,,36.17
2018-03-20,,36.575
2018-03-21,,36.59
2018-03-22,,35.94
2018-03-23,,35.32
2018-03-26,,35.29
2018-03-27,,35.595
2018-03-28,,35.815
2018-03-29,,35.82
2018-04-03,,35.74
2018-04-04,,35.52
2018-04-05,,36.13
2018-04-06,,36.115
2018-04-09,,36.24
2018-04-10,,36.58
2018-04-11,,36.35
2018-04-12,,36.865
2018-04-13,,36.99
2018-04-16,,36.94
2018-04-17,,37.22
2018-04-18,,37.465
2018-04-19,,37.52
2018-04-20,,37.54
2018-04-23,,37.91
2018-04-24,,37.885
2018-04-25,,37.66
2018-04-26,,37.89
2018-04-27,,37.865
2018-04-30,,38.05
2018-05-02,,38.2
2018-05-03,,37.965
2018-05-04,,38.04
2018-05-07,,38.25
2018-05-08,,38.325
2018-05-09,,38.38
2018-05-10,,38.3
2018-05-11,,38.31
2018-05-14,,38.06
2018-05-15,,38.375
2018-05-16,,38.255
2018-05-17,,38.465
2018-05-18,,38.495
2018-05-21,,38.625
2018-05-22,,38.625
2018-05-23,,37.95
2018-05-24,,37.65
2018-05-25,,37.77
2018-05-28,,37.65
2018-05-29,,36.575
2018-05-30,,36.5
2018-05-31,,36.13
2018-06-01,,36.82
2018-06-04,,36.97
2018-06-05,,36.64
2018-06-06,,36.425
2018-06-07,,36.53
2018-06-08,,36.325
2018-06-11,,36.75
2018-06-12,,36.79
2018-06-13,,36.68
2018-06-14,,37.155
2018-06-15,,36.54
2018-06-18,,36.33
2018-06-19,,36.29
2018-06-20,,36.215
2018-06-21,,35.81
2018-06-22,,36.25
2018-06-25,,35.535
2018-06-26,,35.535
2018-06-27,,35.56
2018-06-28,,35.255
2018-06-29,,35.685
2018-07-02,,35.32
2018-07-03,,35.705
2018-07-04,,35.835
2018-07-05,,35.96
2018-07-06,,35.85
2018-07-09,,36.18
2018-07-10,,36.155
2018-07-11,,35.675
2018-07-12,,35.845
2018-07-13,,35.91
2018-07-16,,35.905
2018-07-17,,36.215
2018-07-18,,36.435
2018-07-19,,36.31
2018-07-20,,36.05
2018-07-23,,36.09
2018-07-24,,36.475
2018-07-25,,36.195
2018-07-26,,36.41
2018-07-27,,36.625
2018-07-30,,36.93
2018-07-31,,37.19
2018-08-01,,37.115
2018-08-02,,36.64
2018-08-03,,36.84
2018-08-06,,36.765
2018-08-07,,36.855
2018-08-08,,36.98
2018-08-09,,37.08
2018-08-10,,36.69
2018-08-13,,36.71
2018-08-14,,36.56
2018-08-15,,36.17
2018-08-16,,36.495
2018-08-17,,36.335
2018-08-20,,36.39
2018-08-21,,36.6
2018-08-22,,36.72
2018-08-23,,36.585
2018-08-24,,36.62
2018-08-27,,36.85
2018-08-28,,36.8
2018-08-29,,36.96
2018-08-30,,36.78
2018-08-31,,36.65
2018-09-03,,36.86
2018-09-04,,36.665
2018-09-05,,36.53
2018-09-06,,36.475
2018-09-07,,36.42
2018-09-10,,36.64
2018-09-11,,36.45
2018-09-12,,36.53
2018-09-13,,36.56
2018-09-14,,36.74
2018-09-17,,36.81
2018-09-18,,36.815
2018-09-19,,37.23
2018-09-20,,37.61
2018-09-21,,38.02
2018-09-24,,37.9
2018-09-25,,38.25
2018-09-26,,38.455
2018-09-27,,38.535
2018-09-28,,37.815
2018-10-01,,37.86
2018-10-02,,37.51
2018-10-03,,37.665
2018-10-04,,38.005
2018-10-05,,37.875
2018-10-08,,37.44
2018-10-09,,37.58
2018-10-10,,37.28
2018-10-11,,36.09
2018-10-12,,35.965
2018-10-15,,35.955
2018-10-16,,36.24
2018-10-17,,36.22
2018-10-18,,36.08
2018-10-19,,36.045
2018-10-22,,36.05
2018-10-23,,35.5
2018-10-24,,35.365
2018-10-25,,35.52
2018-10-26,,35.23
2018-10-29,,35.66
2018-10-30,,35.69
2018-10-31,,36.33
2018-11-01,,36.415
2018-11-02,,36.58
2018-11-05,,36.425
2018-11-06,,36.335
2018-11-07,,36.675
2018-11-08,,36.945
2018-11-09,,37.24
2018-11-12,,36.925
2018-11-13,,37.42
2018-11-14,,37.14
2018-11-15,,36.44
2018-11-16,,36.2
2018-11-19,,36.15
2018-11-20,,35.5
2018-11-21,,35.84
2018-11-22,,35.51
2018-11-23,,35.69
2018-11-26,,36.425
2018-11-27,,36.47
2018-11-28,,36.4
2018-11-29,,36.365
2018-11-30,,36.26
2018-12-03,,36.51
2018-12-04,,36.23
2018-12-05,,35.545
2018-12-06,,34.21
2018-12-07,,34.22
2018-12-10,,33.65
2018-12-11,,33.875
2018-12-12,,34.31
2018-12-13,,34.25
2018-12-14,,34.16
2018-12-17,,33.78
2018-12-18,,33.65
2018-12-19,,33.84
2018-12-20,,33.62
2018-12-21,,33.56
2018-12-24,,33.155
2018-12-27,,32.995
2018-12-28,,33.77
2018-12-31,,34.13
2019-01-02,,33.835
2019-01-03,,33.415
2019-01-04,,34.33
2019-01-07,,34.15
2019-01-08,,34.38
2019-01-09,,34.54
2019-01-10,,34.87
2019-01-11,,35.07
2019-01-14,,35.16
2019-01-15,,35.14
2019-01-16,,35.65
2019-01-17,,35.55
2019-01-18,,36.295
2019-01-21,,36.3
2019-01-22,,36.2
2019-01-23,,36.15
2019-01-24,,36.46
2019-01-25,,36.475
2019-01-28,,36.2
2019-01-29,,36.24
2019-01-30,,36.265
2019-01-31,,36.075
2019-02-01,,36.272
2019-02-04,,36.335
2019-02-05,,36.544
2019-02-06,,36.651
2019-02-07,,36.341
2019-02-08,,36.078
2019-02-11,,36.335
2019-02-12,,36.485
2019-02-13,,36.657
2019-02-14,,36.363
2019-02-15,,36.988
2019-02-18,,37.003
2019-02-19,,37.111
2019-02-20,,37.409
2019-02-21,,37.437
2019-02-22,,37.567
2019-02-25,,37.86
2019-02-26,,38.134
2019-02-27,,38.061
2019-02-28,,38.234
2019-03-01,,38.548
2019-03-04,,38.535
2019-03-05,,38.481
2019-03-06,,38.452
2019-03-07,,38.045
2019-03-08,,37.667
2019-03-11,,37.897
2019-03-12,,37.835
2019-03-13,,38.118
2019-03-14,,38.557
2019-03-15,,39.058
2019-03-18,,39.106
2019-03-19,,39.127
2019-03-20,,38.611
2019-03-21,,38.379
2019-03-22,,38.01
2019-03-25,,37.876
2019-03-26,,37.966
2019-03-27,,38.124
2019-03-28,,37.98
2019-03-29,,38.144
2019-04-01,,38.593
2019-04-02,,38.992
2019-04-03,,39.534
2019-04-04,,39.496
2019-04-05,,39.544
2019-04-08,,39.36
2019-04-09,,39.317
2019-04-10,,39.324
2019-04-11,,39.625
2019-04-12,,39.661
2019-04-15,,39.911
2019-04-16,,40.405
2019-04-17,,40.709
2019-04-18,,40.808
2019-04-23,,40.645
2019-04-24,,40.5
2019-04-25,,40.567
2019-04-26,,40.644
2019-04-29,,40.705
2019-04-30,,40.668
2019-05-02,,40.655
2019-05-03,,40.76
2019-05-06,,40.191
2019-05-07,,39.729
2019-05-08,,39.557
2019-05-09,,38.968
2019-05-10,,39.164
2019-05-13,,38.725
2019-05-14,,39.176
2019-05-15,,39.453
2019-05-16,,40.287
2019-05-17,,39.985
2019-05-20,,39.675
2019-05-21,,39.933
2019-05-22,,39.695
2019-05-23,,38.981
2019-05-24,,39.41
2019-05-27,,39.503
2019-05-28,,39.341
2019-05-29,,38.94
2019-05-30,,39.316
2019-05-31,,38.96
2019-06-03,,38.79
2019-06-04,,39.512
2019-06-05,,39.49
2019-06-06,,39.545
2019-06-07,,39.966
2019-06-10,,40.077
2019-06-11,,40.235
2019-06-12,,40.153
2019-06-13,,40.278
2019-06-14,,40.103
2019-06-17,,40.24
2019-06-18,,40.668
2019-06-19,,40.803
2019-06-20,,40.865
2019-06-21,,40.955
2019-06-24,,40.91
2019-06-25,,40.793
2019-06-26,,40.806
2019-06-27,,40.682
2019-06-28,,40.908
2019-07-01,,41.199
2019-07-02,,41.63
2019-07-03,,41.951
2019-07-04,,42.106
2019-07-05,,41.909
2019-07-08,,41.951
2019-07-09,,41.84
2019-07-10,,41.539
2019-07-11,,41.505
2019-07-12,,41.51
2019-07-15,,41.605
2019-07-16,,41.737
2019-07-17,,41.598
2019-07-18,,41.532
2019-07-19,,41.537
2019-07-22,,41.305
2019-07-23,,41.477
2019-07-24,,41.376
2019-07-25,,40.986
2019-07-26,,40.865
2019-07-29,,40.872
2019-07-30,,40.229
2019-07-31,,40.317
2019-08-01,,40.457
2019-08-02,,39.342
2019-08-05,,38.457
2019-08-06,,38.117
2019-08-07,,38.13
2019-08-08,,38.724
2019-08-09,,38.335
2019-08-12,,38.351
2019-08-13,,38.532
2019-08-14,,37.852
2019-08-15,,37.823
2019-08-16,,38.195
2019-08-19,,38.526
2019-08-20,,38.396
2019-08-21,,38.576
2019-08-22,,38.447
2019-08-23,,38.097
2019-08-26,,38.218
2019-08-27,,38.162
2019-08-28,,37.661
2019-08-29,,37.957
2019-08-30,,38.133
2019-09-02,,38.247
2019-09-03,,38.056
2019-09-04,,38.468
2019-09-05,,39.133
2019-09-06,,39.207
2019-09-09,,39.758
2019-09-10,,40.258
2019-09-11,,40.585
2019-09-12,,40.62
2019-09-13,,41.047
2019-09-16,,40.705
2019-09-17,,40.459
2019-09-18,,40.519
2019-09-19,,40.885
2019-09-20,,41.072
2019-09-23,,40.844
2019-09-24,,40.612
2019-09-25,,40.48
2019-09-26,,40.821
2019-09-27,,41.037
2019-09-30,,41.175
2019-10-01,,40.754
2019-10-02,,39.753
2019-10-03,,39.613
2019-10-04,,39.845
2019-10-07,,40.059
2019-10-08,,39.731
2019-10-09,,39.788
2019-10-10,,40.222
2019-10-11,,41.577
2019-10-14,,41.079
2019-10-15,,41.787
2019-10-16,,41.562
2019-10-17,,41.848
2019-10-18,,41.982
2019-10-21,,42.501
2019-10-22,,42.608
2019-10-23,,42.702
2019-10-24,,42.865
2019-10-25,,42.607
2019-10-28,,42.745
2019-10-29,,42.662
2019-10-30,,42.398
2019-10-31,,42.133
2019-11-01,,42.303
