,ETDD FP Equity_PX_LAST
2020-07-17,9.375
2020-07-20,9.442
2020-07-21,9.496
2020-07-22,9.393
2020-07-23,9.396
2020-07-24,9.227
2020-07-27,9.207
2020-07-28,9.212
2020-07-29,9.197
2020-07-30,8.937
2020-07-31,8.854
2020-08-03,9.053
2020-08-04,9.058
2020-08-05,9.102
2020-08-06,9.039
2020-08-07,9.071
2020-08-10,9.087
2020-08-11,9.287
2020-08-12,9.376
2020-08-13,9.324
2020-08-14,9.206
2020-08-17,9.217
2020-08-18,9.157
2020-08-19,9.249
2020-08-20,9.127
2020-08-21,9.079
2020-08-24,9.288
2020-08-25,9.285
2020-08-26,9.352
2020-08-27,9.274
2020-08-28,9.24
2020-08-31,9.119
2020-09-01,9.129
2020-09-02,9.306
2020-09-03,9.214
2020-09-04,9.089
2020-09-07,9.243
2020-09-08,9.105
2020-09-09,9.263
2020-09-10,9.229
2020-09-11,9.249
2020-09-14,9.252
2020-09-15,9.299
2020-09-16,9.3
2020-09-17,9.241
2020-09-18,9.15
2020-09-21,8.819
2020-09-22,8.822
2020-09-23,8.864
2020-09-24,8.81
2020-09-25,8.761
2020-09-28,9.004
2020-09-29,8.976
2020-09-30,8.91
2020-10-01,8.92
2020-10-02,8.908
2020-10-05,8.999
2020-10-06,9.019
2020-10-07,9.002
2020-10-08,9.087
2020-10-09,9.135
2020-10-12,9.201
2020-10-13,9.157
2020-10-14,9.132
2020-10-15,8.911
2020-10-16,9.066
2020-10-19,9.06
2020-10-20,9.0
2020-10-21,8.885
2020-10-22,8.841
2020-10-23,8.937
2020-10-26,8.676
2020-10-27,8.567
2020-10-28,8.285
2020-10-29,8.268
2020-10-30,8.268
2020-11-02,8.443
2020-11-03,8.666
2020-11-04,8.835
2020-11-05,8.975
2020-11-06,8.947
2020-11-09,9.526
2020-11-10,9.61
2020-11-11,9.687
2020-11-12,9.58
2020-11-13,9.59
2020-11-16,9.69
2020-11-17,9.68
2020-11-18,9.729
2020-11-19,9.644
2020-11-20,9.682
2020-11-23,9.675
2020-11-24,9.796
2020-11-25,9.806
2020-11-26,9.811
2020-11-27,9.855
2020-11-30,9.748
2020-12-01,9.852
2020-12-02,9.833
2020-12-03,9.836
2020-12-04,9.892
2020-12-07,9.858
2020-12-08,9.857
2020-12-09,9.868
2020-12-10,9.838
2020-12-11,9.75
2020-12-14,9.797
2020-12-15,9.841
2020-12-16,9.904
2020-12-17,9.941
2020-12-18,9.905
2020-12-21,9.633
2020-12-22,9.755
2020-12-23,9.89
2020-12-24,9.902
2020-12-28,9.986
2020-12-29,10.008
2020-12-30,9.971
2020-12-31,9.921
2021-01-04,9.965
2021-01-05,9.928
2021-01-06,10.102
2021-01-07,10.138
2021-01-08,10.184
2021-01-11,10.12
2021-01-12,10.088
2021-01-13,10.106
2021-01-14,10.192
2021-01-15,10.072
2021-01-18,10.082
2021-01-19,10.06
2021-01-20,10.14
2021-01-21,10.128
2021-01-22,10.076
2021-01-25,9.946
2021-01-26,10.056
2021-01-27,9.901
2021-01-28,9.955
2021-01-29,9.747
2021-02-01,9.877
2021-02-02,10.046
2021-02-03,10.1
2021-02-04,10.196
2021-02-05,10.234
2021-02-08,10.27
2021-02-09,10.252
2021-02-10,10.212
2021-02-11,10.276
2021-02-12,10.348
2021-02-15,10.454
2021-02-16,10.434
2021-02-17,10.362
2021-02-18,10.308
2021-02-19,10.4
2021-02-22,10.36
2021-02-23,10.33
2021-02-24,10.38
2021-02-25,10.308
2021-02-26,10.18
2021-03-01,10.38
2021-03-02,10.392
2021-03-03,10.408
2021-03-04,10.374
2021-03-05,10.292
2021-03-08,10.55
2021-03-09,10.626
2021-03-10,10.72
2021-03-11,10.786
2021-03-12,10.754
2021-03-15,10.74
2021-03-16,10.8
2021-03-17,10.802
2021-03-18,10.84
2021-03-19,10.768
2021-03-22,10.734
2021-03-23,10.718
2021-03-24,10.738
2021-03-25,10.75
2021-03-26,10.848
2021-03-29,10.898
2021-03-30,10.998
2021-03-31,10.994
2021-04-01,11.08
2021-04-06,11.154
2021-04-07,11.124
2021-04-08,11.182
2021-04-09,11.182
2021-04-12,11.144
2021-04-13,11.128
2021-04-14,11.178
2021-04-15,11.224
2021-04-16,11.32
2021-04-19,11.29
2021-04-20,11.074
2021-04-21,11.172
2021-04-22,11.28
2021-04-23,11.276
2021-04-26,11.294
2021-04-27,11.268
2021-04-28,11.294
2021-04-29,11.24
2021-04-30,11.18
2021-05-03,11.274
2021-05-04,11.054
2021-05-05,11.292
2021-05-06,11.304
2021-05-07,11.414
2021-05-10,11.39
2021-05-11,11.162
2021-05-12,11.182
2021-05-13,11.2
2021-05-14,11.392
2021-05-17,11.362
2021-05-18,11.344
2021-05-19,11.164
2021-05-20,11.34
2021-05-21,11.41
2021-05-24,11.48
2021-05-25,11.452
2021-05-26,11.436
2021-05-27,11.47
2021-05-28,11.556
2021-05-31,11.46
2021-06-01,11.556
2021-06-02,11.6
2021-06-03,11.584
2021-06-04,11.614
2021-06-07,11.622
2021-06-08,11.618
2021-06-09,11.62
2021-06-10,11.612
2021-06-11,11.716
2021-06-14,11.73
2021-06-15,11.76
2021-06-16,11.782
2021-06-17,11.804
2021-06-18,11.586
2021-06-21,11.674
2021-06-22,11.708
2021-06-23,11.572
2021-06-24,11.712
2021-06-25,11.706
2021-06-28,11.62
2021-06-29,11.672
2021-06-30,11.552
2021-07-01,11.588
2021-07-02,11.61
2021-07-05,11.624
2021-07-06,11.5
2021-07-07,11.594
2021-07-08,11.352
2021-07-09,11.57
2021-07-12,11.642
2021-07-13,11.64
2021-07-14,11.65
2021-07-15,11.528
2021-07-16,11.486
2021-07-19,11.164
2021-07-20,11.254
2021-07-21,11.458
2021-07-22,11.536
2021-07-23,11.694
2021-07-26,11.668
2021-07-27,11.56
2021-07-28,11.678
2021-07-29,11.736
2021-07-30,11.654
2021-08-02,11.73
2021-08-03,11.736
2021-08-04,11.82
2021-08-05,11.862
2021-08-06,11.892
2021-08-09,11.906
2021-08-10,11.938
2021-08-11,11.988
2021-08-12,12.054
2021-08-13,12.064
2021-08-16,11.98
2021-08-17,11.968
2021-08-18,11.944
2021-08-19,11.76
2021-08-20,11.826
2021-08-23,11.908
2021-08-24,11.896
2021-08-25,11.912
2021-08-26,11.886
2021-08-27,11.94
2021-08-30,11.956
2021-08-31,11.95
2021-09-01,12.052
2021-09-02,12.058
2021-09-03,11.976
2021-09-06,12.108
2021-09-07,12.046
2021-09-08,11.904
2021-09-09,11.91
2021-09-10,11.872
2021-09-13,11.938
2021-09-14,11.944
2021-09-15,11.814
2021-09-16,11.878
2021-09-17,11.77
2021-09-20,11.53
2021-09-21,11.706
2021-09-22,11.86
2021-09-23,11.976
2021-09-24,11.878
2021-09-27,11.904
2021-09-28,11.606
2021-09-29,11.672
2021-09-30,11.554
2021-10-01,11.54
2021-10-04,11.424
2021-10-05,11.63
2021-10-06,11.49
2021-10-07,11.712
2021-10-08,11.638
2021-10-11,11.654
2021-10-12,11.602
2021-10-13,11.674
2021-10-14,11.874
2021-10-15,11.964
2021-10-18,11.88
2021-10-19,11.912
2021-10-20,11.942
2021-10-21,11.898
2021-10-22,11.974
2021-10-25,11.986
2021-10-26,12.088
2021-10-27,12.08
2021-10-28,12.114
2021-10-29,12.17
2021-11-01,12.252
2021-11-02,12.3
2021-11-03,12.346
2021-11-04,12.416
2021-11-05,12.504
2021-11-08,12.478
2021-11-09,12.454
2021-11-10,12.474
2021-11-11,12.488
2021-11-12,12.524
2021-11-15,12.566
2021-11-16,12.616
2021-11-17,12.61
2021-11-18,12.564
2021-11-19,12.488
2021-11-22,12.44
2021-11-23,12.28
2021-11-24,12.26
2021-11-25,12.3
2021-11-26,11.732
2021-11-29,11.762
2021-11-30,11.632
2021-12-01,11.97
2021-12-02,11.78
2021-12-03,11.68
2021-12-06,11.87
2021-12-07,12.272
2021-12-08,12.14
2021-12-09,12.054
2021-12-10,12.038
2021-12-13,11.992
2021-12-14,11.882
2021-12-15,11.91
2021-12-16,12.042
2021-12-17,11.932
2021-12-20,11.762
2021-12-21,11.964
2021-12-22,12.09
2021-12-23,12.232
2021-12-24,12.262
2021-12-27,12.298
2021-12-28,12.368
2021-12-29,12.286
2021-12-30,12.342
2021-12-31,12.31
2022-01-03,12.422
2022-01-04,12.524
2022-01-05,12.584
2022-01-06,12.398
2022-01-07,12.332
2022-01-10,12.156
2022-01-11,12.28
2022-01-12,12.388
2022-01-13,12.384
2022-01-14,12.244
2022-01-17,12.33
2022-01-18,12.204
2022-01-19,12.236
2022-01-20,12.326
2022-01-21,12.13
2022-01-24,11.634
2022-01-25,11.706
2022-01-26,11.942
2022-01-27,12.012
2022-01-28,11.874
2022-01-31,11.978
2022-02-01,12.146
2022-02-02,12.134
2022-02-03,11.886
2022-02-04,11.732
2022-02-07,11.828
2022-02-08,11.842
2022-02-09,12.064
2022-02-10,12.042
2022-02-11,11.932
2022-02-14,11.672
2022-02-15,11.926
2022-02-16,11.896
2022-02-17,11.81
2022-02-18,11.716
2022-02-21,11.458
2022-02-22,11.472
2022-02-23,11.436
2022-02-24,11.028
2022-02-25,11.406
2022-02-28,11.292
2022-03-01,10.824
2022-03-02,10.994
2022-03-03,10.758
2022-03-04,10.23
2022-03-07,10.122
2022-03-08,10.05
2022-03-09,10.836
2022-03-10,10.508
2022-03-11,10.62
2022-03-14,10.742
2022-03-15,10.736
2022-03-16,11.2
2022-03-17,11.164
2022-03-18,11.232
2022-03-21,11.174
2022-03-22,11.282
2022-03-23,11.14
2022-03-24,11.134
2022-03-25,11.114
2022-03-28,11.204
2022-03-29,11.53
2022-03-30,11.374
2022-03-31,11.224
2022-04-01,11.274
2022-04-04,11.356
2022-04-05,11.28
2022-04-06,11.018
2022-04-07,10.952
2022-04-08,11.124
2022-04-11,11.062
2022-04-12,11.04
2022-04-13,11.008
2022-04-14,11.094
2022-04-19,11.048
2022-04-20,11.246
2022-04-21,11.32
2022-04-22,11.066
2022-04-25,10.826
2022-04-26,10.716
2022-04-27,10.79
2022-04-28,10.912
2022-04-29,11.024
2022-05-02,10.838
2022-05-03,10.914
2022-05-04,10.812
2022-05-05,10.74
2022-05-06,10.562
2022-05-09,10.276
2022-05-10,10.344
2022-05-11,10.63
2022-05-12,10.52
2022-05-13,10.798
2022-05-16,10.742
2022-05-17,10.944
2022-05-18,10.776
2022-05-19,10.662
2022-05-20,10.708
2022-05-23,10.88
2022-05-24,10.688
2022-05-25,10.776
2022-05-26,10.964
2022-05-27,11.168
2022-05-30,11.268
2022-05-31,11.114
2022-06-01,11.026
2022-06-02,11.148
2022-06-03,11.11
2022-06-06,11.284
2022-06-07,11.182
2022-06-08,11.118
2022-06-09,10.934
2022-06-10,10.578
2022-06-13,10.284
2022-06-14,10.196
2022-06-15,10.37
2022-06-16,10.062
2022-06-17,10.088
2022-06-20,10.186
2022-06-21,10.256
2022-06-22,10.178
2022-06-23,10.104
2022-06-24,10.386
2022-06-27,10.408
2022-06-28,10.416
2022-06-29,10.324
2022-06-30,10.152
2022-07-01,10.132
2022-07-04,10.15
2022-07-05,9.877
2022-07-06,10.066
2022-07-07,10.266
2022-07-08,10.33
2022-07-11,10.222
2022-07-12,10.266
2022-07-13,10.178
2022-07-14,9.998
2022-07-15,10.25
2022-07-18,10.36
2022-07-19,10.584
2022-07-20,10.57
2022-07-21,10.6
2022-07-22,10.598
2022-07-25,10.616
2022-07-26,10.53
2022-07-27,10.632
2022-07-28,10.762
2022-07-29,10.93
2022-08-01,10.924
2022-08-02,10.852
2022-08-03,11.01
2022-08-04,11.084
2022-08-05,10.99
2022-08-08,11.078
2022-08-09,10.964
2022-08-10,11.056
2022-08-11,11.08
2022-08-12,11.146
2022-08-15,11.174
2022-08-16,11.226
2022-08-17,11.076
2022-08-18,11.152
2022-08-19,11.0
2022-08-22,10.788
2022-08-23,10.756
2022-08-24,10.826
2022-08-25,10.842
2022-08-26,10.628
2022-08-29,10.536
2022-08-30,10.518
2022-08-31,10.376
2022-09-01,10.204
2022-09-02,10.462
2022-09-05,10.29
2022-09-06,10.316
2022-09-07,10.328
2022-09-08,10.366
2022-09-09,10.526
2022-09-12,10.762
2022-09-13,10.572
2022-09-14,10.516
2022-09-15,10.438
2022-09-16,10.314
2022-09-19,10.32
2022-09-20,10.218
2022-09-21,10.302
2022-09-22,10.106
2022-09-23,9.88
2022-09-26,9.862
2022-09-27,9.819
2022-09-28,9.845
2022-09-29,9.68
2022-09-30,9.799
2022-10-03,9.87
2022-10-04,10.264
2022-10-05,10.172
2022-10-06,10.134
2022-10-07,9.979
2022-10-10,9.923
2022-10-11,9.88
2022-10-12,9.849
2022-10-13,9.943
2022-10-14,9.997
2022-10-17,10.172
2022-10-18,10.236
2022-10-19,10.26
2022-10-20,10.326
2022-10-21,10.278
2022-10-24,10.43
2022-10-25,10.604
2022-10-26,10.664
2022-10-27,10.658
2022-10-28,10.68
2022-10-31,10.694
2022-11-01,10.79
2022-11-02,10.712
2022-11-03,10.622
2022-11-04,10.902
2022-11-07,10.964
2022-11-08,11.06
2022-11-09,11.026
2022-11-10,11.38
2022-11-11,11.442
2022-11-14,11.482
2022-11-15,11.566
2022-11-16,11.484
2022-11-17,11.45
2022-11-18,11.606
2022-11-21,11.582
2022-11-22,11.622
2022-11-23,11.682
2022-11-24,11.732
2022-11-25,11.738
2022-11-28,11.668
2022-11-29,11.65
2022-11-30,11.74
2022-12-01,11.806
2022-12-02,11.79
2022-12-05,11.722
2022-12-06,11.67
2022-12-07,11.622
2022-12-08,11.626
2022-12-09,11.682
2022-12-12,11.624
2022-12-13,11.822
2022-12-14,11.782
2022-12-15,11.368
2022-12-16,11.27
2022-12-19,11.292
2022-12-20,11.266
2022-12-21,11.478
2022-12-22,11.328
2022-12-23,11.312
2022-12-27,11.364
2022-12-28,11.282
2022-12-29,11.404
2022-12-30,11.2
2023-01-02,11.43
2023-01-03,11.514
2023-01-04,11.79
2023-01-05,11.736
2023-01-06,11.918
2023-01-09,12.076
2023-01-10,12.034
2023-01-11,12.164
2023-01-12,12.244
2023-01-13,12.312
2023-01-16,12.33
2023-01-17,12.382
2023-01-18,12.374
2023-01-19,12.152
2023-01-20,12.22
2023-01-23,12.316
2023-01-24,12.328
2023-01-25,12.306
2023-01-26,12.388
2023-01-27,12.398
2023-01-30,12.338
2023-01-31,12.348
2023-02-01,12.368
2023-02-02,12.576
2023-02-03,12.626
2023-02-06,12.474
2023-02-07,12.48
2023-02-08,12.482
2023-02-09,12.588
2023-02-10,12.458
2023-02-13,12.592
2023-02-14,12.584
2023-02-15,12.704
2023-02-16,12.76
2023-02-17,12.688
2023-02-20,12.678
2023-02-21,12.616
2023-02-22,12.586
2023-02-23,12.64
2023-02-24,12.39
2023-02-27,12.608
2023-02-28,12.576
2023-03-01,12.504
2023-03-02,12.57
2023-03-03,12.738
2023-03-06,12.8
2023-03-07,12.694
2023-03-08,12.722
2023-03-09,12.72
2023-03-10,12.552
2023-03-13,12.144
2023-03-14,12.402
2023-03-15,11.976
2023-03-16,12.21
2023-03-17,12.064
2023-03-20,12.232
2023-03-21,12.412
2023-03-22,12.46
2023-03-23,12.494
2023-03-24,12.288
2023-03-27,12.38
2023-03-28,12.386
2023-03-29,12.58
2023-03-30,12.736
2023-03-31,12.826
2023-04-03,12.814
2023-04-04,12.828
2023-04-05,12.78
2023-04-06,12.824
2023-04-11,12.9
2023-04-12,12.902
2023-04-13,12.98
2023-04-14,13.064
2023-04-17,13.002
2023-04-18,13.076
2023-04-19,13.082
2023-04-20,13.054
2023-04-21,13.122
2023-04-24,13.124
2023-04-25,13.064
2023-04-26,12.984
2023-04-27,13.028
2023-04-28,13.048
2023-05-02,12.864
2023-05-03,12.914
2023-05-04,12.858
2023-05-05,13.042
2023-05-08,13.06
2023-05-09,13.016
2023-05-10,12.96
2023-05-11,12.98
2023-05-12,13.024
2023-05-15,13.014
2023-05-16,13.022
2023-05-17,13.032
2023-05-18,13.18
2023-05-19,13.258
2023-05-22,13.262
2023-05-23,13.126
2023-05-24,12.896
2023-05-25,12.904
2023-05-26,13.114
2023-05-29,13.054
2023-05-30,12.994
2023-05-31,12.772
2023-06-01,12.892
2023-06-02,13.086
2023-06-05,13.004
2023-06-06,12.988
2023-06-07,12.992
2023-06-08,13.02
2023-06-09,12.994
2023-06-12,13.074
2023-06-13,13.166
2023-06-14,13.258
2023-06-15,13.21
2023-06-16,13.318
2023-06-19,13.194
2023-06-20,13.154
2023-06-21,13.102
2023-06-22,13.042
2023-06-23,12.936
2023-06-26,12.976
2023-06-27,13.048
2023-06-28,13.176
2023-06-29,13.198
2023-06-30,13.334
2023-07-03,13.33
2023-07-04,13.308
2023-07-05,13.18
2023-07-06,12.794
2023-07-07,12.848
2023-07-10,12.908
2023-07-11,13.002
2023-07-12,13.23
2023-07-13,13.324
2023-07-14,13.346
2023-07-17,13.218
2023-07-18,13.258
2023-07-19,13.236
2023-07-20,13.278
2023-07-21,13.332
2023-07-24,13.3
2023-07-25,13.326
2023-07-26,13.192
2023-07-27,13.504
2023-07-28,13.562
2023-07-31,13.572
2023-08-01,13.38
2023-08-02,13.158
2023-08-03,13.06
2023-08-04,13.156
2023-08-07,13.166
2023-08-08,13.018
2023-08-09,13.102
2023-08-10,13.306
2023-08-11,13.116
2023-08-14,13.13
2023-08-15,12.996
2023-08-16,12.992
2023-08-17,12.812
2023-08-18,12.794
2023-08-21,12.84
2023-08-22,12.938
2023-08-23,12.96
2023-08-24,12.866
2023-08-25,12.868
2023-08-28,13.07
2023-08-29,13.152
2023-08-30,13.114
2023-08-31,13.064
2023-09-01,13.014
2023-09-04,13.0
2023-09-05,12.968
2023-09-06,12.878
2023-09-07,12.82
2023-09-08,12.886
2023-09-11,12.94
2023-09-12,12.89
2023-09-13,12.832
2023-09-14,13.016
2023-09-15,13.052
2023-09-18,12.9
2023-09-19,12.892
2023-09-20,13.014
2023-09-21,12.81
2023-09-22,12.8
2023-09-25,12.676
2023-09-26,12.548
2023-09-27,12.568
2023-09-28,12.658
2023-09-29,12.698
2023-10-02,12.584
2023-10-03,12.454
2023-10-04,12.472
2023-10-05,12.476
2023-10-06,12.61
2023-10-09,12.512
2023-10-10,12.788
2023-10-11,12.78
2023-10-12,12.77
2023-10-13,12.574
2023-10-16,12.614
2023-10-17,12.622
2023-10-18,12.482
2023-10-19,12.436
2023-10-20,12.246
2023-10-23,12.276
2023-10-24,12.364
2023-10-25,12.384
2023-10-26,12.318
2023-10-27,12.214
2023-10-30,12.264
2023-10-31,12.354
2023-11-01,12.438
2023-11-02,12.688
2023-11-03,12.71
2023-11-06,12.652
2023-11-07,12.642
2023-11-08,12.722
2023-11-09,12.876
2023-11-10,12.768
2023-11-13,12.884
2023-11-14,13.068
2023-11-15,13.126
2023-11-16,13.09
2023-11-17,13.202
2023-11-20,13.232
2023-11-21,13.188
2023-11-22,13.26
2023-11-23,13.28
2023-11-24,13.318
2023-11-27,13.27
2023-11-28,13.25
2023-11-29,13.322
2023-11-30,13.354
2023-12-01,13.464
2023-12-04,13.458
2023-12-05,13.58
2023-12-06,13.674
2023-12-07,13.64
2023-12-08,13.784
2023-12-11,13.84
2023-12-12,13.818
2023-12-13,13.818
2023-12-14,13.816
2023-12-15,13.86
2023-12-18,13.772
2023-12-19,13.832
2023-12-20,13.834
2023-12-21,13.794
2023-12-22,13.808
2023-12-27,13.778
2023-12-28,13.75
2023-12-29,13.796
2024-01-02,13.764
2024-01-03,13.562
2024-01-04,13.644
2024-01-05,13.618
2024-01-08,13.682
2024-01-09,13.63
2024-01-10,13.638
2024-01-11,13.536
2024-01-12,13.658
2024-01-15,13.596
2024-01-16,13.564
2024-01-17,13.44
2024-01-18,13.592
2024-01-19,13.574
2024-01-22,13.678
2024-01-23,13.632
2024-01-24,13.932
2024-01-25,13.988
2024-01-26,14.158
2024-01-29,14.164
2024-01-30,14.238
2024-01-31,14.188
2024-02-01,14.162
2024-02-02,14.218
2024-02-05,14.214
2024-02-06,14.326
2024-02-07,14.288
2024-02-08,14.38
2024-02-09,14.418
2024-02-12,14.506
2024-02-13,14.334
2024-02-14,14.402
2024-02-15,14.49
2024-02-16,14.552
2024-02-19,14.566
2024-02-20,14.556
2024-02-21,14.6
2024-02-22,14.848
2024-02-23,14.912
2024-02-26,14.866
2024-02-27,14.95
2024-02-28,14.942
2024-02-29,14.924
2024-03-01,14.968
2024-03-04,15.022
2024-03-05,14.962
2024-03-06,15.038
2024-03-07,15.21
2024-03-08,15.17
2024-03-11,15.078
2024-03-12,15.24
2024-03-13,15.296
2024-03-14,15.23
2024-03-15,15.222
2024-03-18,15.214
2024-03-19,15.288
2024-03-20,15.274
2024-03-21,15.442
2024-03-22,15.376
2024-03-25,15.424
2024-03-26,15.468
2024-03-27,15.55
2024-03-28,15.532
2024-04-02,15.418
2024-04-03,15.49
2024-04-04,15.5
2024-04-05,15.32
2024-04-08,15.444
2024-04-09,15.246
2024-04-10,15.27
2024-04-11,15.204
2024-04-12,15.152
2024-04-15,15.242
2024-04-16,15.038
2024-04-17,15.046
2024-04-18,15.106
2024-04-19,15.04
2024-04-22,15.136
2024-04-23,15.388
2024-04-24,15.334
2024-04-25,15.18
2024-04-26,15.4
2024-04-29,15.352
2024-04-30,15.16
2024-05-02,15.08
2024-05-03,15.174
2024-05-06,15.312
2024-05-07,15.464
2024-05-08,15.556
2024-05-09,15.638
2024-05-10,15.724
2024-05-13,15.754
2024-05-14,15.734
2024-05-15,15.852
2024-05-16,15.748
2024-05-17,15.732
2024-05-20,15.786
2024-05-21,15.72
2024-05-22,15.652
2024-05-23,15.68
2024-05-24,15.666
2024-05-27,15.752
2024-05-28,15.656
2024-05-29,15.472
2024-05-30,15.524
2024-05-31,15.5
2024-06-03,15.596
2024-06-04,15.44
2024-06-05,15.7
2024-06-06,15.806
2024-06-07,15.746
2024-06-10,15.638
2024-06-11,15.466
2024-06-12,15.714
2024-06-13,15.396
2024-06-14,15.072
2024-06-17,15.2
2024-06-18,15.31
2024-06-19,15.22
2024-06-20,15.42
2024-06-21,15.286
2024-06-24,15.414
2024-06-25,15.394
2024-06-26,15.314
2024-06-27,15.268
2024-06-28,15.266
2024-07-01,15.372
2024-07-02,15.302
2024-07-03,15.496
2024-07-04,15.558
2024-07-05,15.534
2024-07-08,15.504
2024-07-09,15.286
2024-07-10,15.472
2024-07-11,15.526
2024-07-12,15.734
2024-07-15,15.536
2024-07-16,15.434
2024-07-17,15.27
2024-07-18,15.198
2024-07-19,15.038
2024-07-22,15.294
2024-07-23,15.33
2024-07-24,15.17
2024-07-25,15.026
2024-07-26,15.158
2024-07-29,15.016
2024-07-30,15.118
2024-07-31,15.204
2024-08-01,14.874
2024-08-02,14.482
2024-08-05,14.27
2024-08-06,14.284
2024-08-07,14.582
2024-08-08,14.584
2024-08-09,14.592
2024-08-12,14.588
2024-08-13,14.662
2024-08-14,14.772
2024-08-15,15.04
2024-08-16,15.108
2024-08-19,15.216
2024-08-20,15.16
2024-08-21,15.252
2024-08-22,15.226
2024-08-23,15.326
2024-08-26,15.292
2024-08-27,15.284
2024-08-28,15.342
2024-08-29,15.506
2024-08-30,15.47
2024-09-02,15.53
2024-09-03,15.348
2024-09-04,15.128
2024-09-05,15.028
2024-09-06,14.8
2024-09-09,14.928
2024-09-10,14.814
2024-09-11,14.87
2024-09-12,15.034
2024-09-13,15.126
2024-09-16,15.06
2024-09-17,15.17
2024-09-18,15.104
2024-09-19,15.452
2024-09-20,15.214
2024-09-23,15.254
2024-09-24,15.41
2024-09-25,15.364
2024-09-26,15.72
2024-09-27,15.828
2024-09-30,15.624
2024-10-01,15.482
2024-10-02,15.504
2024-10-03,15.382
2024-10-04,15.482
2024-10-07,15.532
2024-10-08,15.458
2024-10-09,15.566
2024-10-10,15.536
2024-10-11,15.624
2024-10-14,15.758
2024-10-15,15.444
2024-10-16,15.328
2024-10-17,15.452
2024-10-18,15.586
2024-10-21,15.426
2024-10-22,15.442
2024-10-23,15.398
2024-10-24,15.414
2024-10-25,15.436
2024-10-28,15.546
2024-10-29,15.472
2024-10-30,15.28
2024-10-31,15.076
2024-11-01,15.26
2024-11-04,15.182
2024-11-05,15.212
2024-11-06,15.024
2024-11-07,15.178
2024-11-08,15.016
2024-11-11,15.188
2024-11-12,14.842
2024-11-13,14.816
2024-11-14,15.096
2024-11-15,15.0
2024-11-18,14.994
2024-11-19,14.884
2024-11-20,14.8
2024-11-21,14.87
2024-11-22,14.986
2024-11-25,15.034
2024-11-26,14.92
2024-11-27,14.84
2024-11-28,14.926
2024-11-29,15.052
2024-12-02,15.19
2024-12-03,15.292
2024-12-04,15.41
2024-12-05,15.522
2024-12-06,15.604
2024-12-09,15.608
2024-12-10,15.522
2024-12-11,15.526
2024-12-12,15.568
2024-12-13,15.566
2024-12-16,15.502
2024-12-17,15.48
2024-12-18,15.53
2024-12-19,15.29
2024-12-20,15.242
2024-12-23,15.208
2024-12-24,15.252
2024-12-27,15.338
2024-12-30,15.242
2024-12-31,15.328
2025-01-02,15.414
2025-01-03,15.252
2025-01-06,15.644
2025-01-07,15.71
2025-01-08,15.65
2025-01-09,15.736
2025-01-10,15.622
2025-01-13,15.538
2025-01-14,15.626
2025-01-15,15.8
2025-01-16,16.004
2025-01-17,16.136
2025-01-20,16.208
2025-01-21,16.216
2025-01-22,16.354
2025-01-23,16.392
2025-01-24,16.39
2025-01-27,16.294
2025-01-28,16.326
2025-01-29,16.428
2025-01-30,16.596
2025-01-31,16.596
2025-02-03,16.366
2025-02-04,16.538
2025-02-05,16.554
2025-02-06,16.826
2025-02-07,16.728
2025-02-10,16.824
2025-02-11,16.936
2025-02-12,16.984
2025-02-13,17.276
2025-02-14,17.262
2025-02-17,17.36
2025-02-18,17.406
2025-02-19,17.166
2025-02-20,17.168
2025-02-21,17.208
2025-02-24,17.156
2025-02-25,17.128
2025-02-26,17.384
2025-02-27,17.202
2025-02-28,17.174
2025-03-03,17.408
2025-03-04,16.94
2025-03-05,17.246
2025-03-06,17.348
2025-03-07,17.21
2025-03-10,16.934
2025-03-11,16.688
2025-03-12,16.842
2025-03-13,16.746
2025-03-14,16.988
2025-03-17,17.108
2025-03-18,17.226
2025-03-19,17.312
2025-03-20,17.126
2025-03-21,17.062
2025-03-24,17.036
2025-03-25,17.22
2025-03-26,17.034
2025-03-27,16.922
2025-03-28,16.782
2025-03-31,16.528
2025-04-01,16.734
2025-04-02,16.678
2025-04-03,16.07
2025-04-04,15.338
2025-04-07,14.718
2025-04-08,15.016
2025-04-09,14.55
2025-04-10,15.18
2025-04-11,15.086
2025-04-14,15.476
2025-04-15,15.652
2025-04-16,15.622
2025-04-17,15.55
2025-04-22,15.654
2025-04-23,16.094
2025-04-24,16.162
2025-04-25,16.278
2025-04-28,16.338
2025-04-29,16.31
2025-04-30,16.304
2025-05-02,16.714
2025-05-05,16.768
2025-05-06,16.706
2025-05-07,16.608
2025-05-08,16.816
2025-05-09,16.892
2025-05-12,17.17
2025-05-13,17.264
2025-05-14,17.21
2025-05-15,17.246
2025-05-16,17.306
2025-05-19,17.362
2025-05-20,17.444
2025-05-21,17.438
2025-05-22,17.352
2025-05-23,17.034
2025-05-26,17.262
2025-05-27,17.344
2025-05-28,17.212
2025-05-29,17.198
2025-05-30,17.17
2025-06-02,17.138
2025-06-03,17.2
2025-06-04,17.316
2025-06-05,17.326
2025-06-06,17.394
2025-06-09,17.378
2025-06-10,17.336
2025-06-11,17.294
2025-06-12,17.184
2025-06-13,16.954
2025-06-16,17.102
2025-06-17,16.938
2025-06-18,16.872
2025-06-19,16.64
2025-06-20,16.786
2025-06-23,16.752
2025-06-24,16.976
2025-06-25,16.848
2025-06-26,16.81
2025-06-27,17.076
2025-06-30,16.996
2025-07-01,16.946
